ra,dec
262.8465833333333,-30.14563888888889
263.009,-24.745611111111103
263.1162083333333,-29.08577777777777
263.2095,-27.50136111111111
263.4307916666666,-28.122527777777773
263.4470416666666,-27.32408333333333
263.5700416666666,-29.48666666666666
263.57174999999995,-19.156388888888888
263.6479166666666,-29.806111111111107
263.8426666666666,-29.755499999999994
263.99362499999995,-28.83169444444444
264.7064583333333,-23.901499999999995
264.8214583333333,-35.78316666666666
264.8261666666666,-28.252361111111107
264.9665833333333,-11.944166666666664
265.14416666666665,-28.52805555555555
265.2705,-47.05755555555555
265.36841666666663,-36.79588888888888
265.5848333333333,-24.02119444444444
265.65954166666666,-15.407277777777775
265.8888333333333,-22.760277777777773
265.9779583333333,-36.05736111111111
266.124625,-27.34466666666666
266.19275,-29.848916666666664
266.2213333333333,-34.711
266.232,-34.23830555555555
266.3093333333333,-38.290527777777775
266.3780833333333,-38.66272222222221
266.6379583333333,-24.332166666666662
266.701,-34.60077777777777
267.0178333333333,-36.13813888888888
267.4509166666666,-37.02441666666666
267.5077083333333,-29.55711111111111
267.55499999999995,-6.707916666666666
267.56941666666665,-30.95961111111111
267.5992916666666,-19.89533333333333
267.713,-17.79922222222222
267.7538333333333,-22.32638888888889
267.9405416666666,-32.91433333333333
267.973125,-29.514861111111102
268.1080833333333,-29.76583333333333
268.1300416666666,-29.259611111111106
268.2346666666666,-31.32180555555555
268.30741666666665,-30.301555555555552
268.8425833333333,-33.24961111111111
268.9695,-14.113638888888888
269.2863333333333,-35.26049999999999
269.316625,-21.691416666666665
269.38525,-27.307027777777773
269.591125,-28.247861111111103
269.6168333333333,-28.561666666666664
269.89491666666663,-27.42875
270.2762916666666,-26.93322222222222
270.5958333333333,-31.98638888888889
270.8498333333333,-32.706916666666665
270.9737083333333,-29.85613888888889
271.02062499999994,-29.313027777777773
271.1241666666666,-28.357777777777773
271.17175,-27.15344444444444
271.39058333333327,-20.343888888888888
271.5048333333333,-28.2845
271.7730833333333,-29.60827777777777
271.8834166666666,-25.895361111111107
271.9167083333333,-36.10588888888888
272.091875,-24.5625
272.28975,-41.224083333333326
272.6205833333333,-28.12805555555555
272.68274999999994,-27.963916666666663
272.7570416666666,-28.54455555555555
272.7654166666666,-27.2915
273.04725,-33.17847222222222
273.0923333333333,-11.668638888888887
273.3114166666666,-10.122749999999998
273.595625,-42.84233333333333
273.6424583333333,20.98925
273.6438333333333,-29.823249999999994
273.7795833333333,-0.3144999999999999
273.85279166666663,-30.53202777777777
273.8794583333333,-21.589666666666663
273.9429583333333,-27.89619444444444
274.0231666666666,-30.85313888888889
274.33449999999993,-28.163666666666664
274.53762499999993,-57.187055555555546
274.7327916666666,27.441027777777773
275.07941666666665,-26.37958333333333
275.11616666666663,-66.07858333333333
275.2452916666666,-26.80711111111111
275.369875,-31.53458333333333
275.5327083333333,23.45552777777777
275.8708333333333,-21.885972222222215
276.36187499999994,-28.599222222222217
276.8705416666666,-15.931888888888889
276.8975,3.974166666666666
277.2753333333333,-0.5825555555555555
277.5265416666666,-19.67544444444444
277.6803333333333,-24.01913888888889
278.757625,1.7821944444444442
278.857625,-7.6139166666666656
279.5085833333333,-22.69763888888889
280.1007083333333,-8.729555555555555
280.4333333333333,-1.4776388888888887
280.63666666666666,-21.29627777777777
280.86637499999995,19.50147222222222
281.165,5.046972222222221
281.19199999999995,6.117666666666666
283.66799999999995,-19.69994444444444
281.887625,3.4317222222222217
281.98254166666663,-20.09747222222222
282.1486666666666,-6.686222222222221
283.3194583333333,-24.383027777777773
283.47820833333327,-18.99458333333333
283.34824999999995,8.831972222222221
283.54179166666665,-4.647749999999999
284.2685,0.4421944444444444
285.8963333333333,-3.053972222222222
285.9379583333333,-16.99872222222222
285.945125,16.43808333333333
286.9083333333333,0.1024999999999999
286.9265,0.0475277777777777
287.134625,5.20736111111111
287.3526666666666,-1.152861111111111
287.3608333333333,12.012388888888887
287.47975,-2.795502777777777
287.65054166666664,2.8245
288.238625,-5.355694444444444
288.39037499999995,2.3036111111111106
289.06699999999995,-8.29611111111111
290.9729166666666,29.674777777777773
291.1377916666666,50.24141666666666
292.17349999999993,-6.06436111111111
293.65025,16.524694444444442
293.7554583333333,13.907638888888886
294.6275833333333,23.910666666666664
294.93066666666664,26.492527777777774
295.487875,16.744416666666666
295.60574999999994,-68.1265
296.2245,-14.862999999999998
296.4564166666666,18.61327777777777
296.5313333333333,22.52008333333333
297.48999999999995,46.25572222222222
297.54929166666665,35.68416666666666
297.96554166666664,-5.80461111111111
298.68270833333327,39.29941666666666
298.9264166666666,32.09694444444444
299.2709583333333,39.82675
301.07724999999994,-55.72588888888888
305.30545833333326,21.571861111111108
305.6760833333333,-21.13183333333333
306.29412499999995,43.875833333333325
306.6241666666666,42.61444444444444
308.9884583333333,20.190972222222214
309.835875,-5.28786111111111
310.329125,34.747861111111106
310.69375,8.687083333333332
312.755125,35.58166666666666
314.6518333333333,50.55205555555555
315.02649999999994,-42.64580555555555
315.540875,45.77583333333333
325.43704166666663,2.7317777777777774
327.7582083333333,12.625583333333331
342.143,58.48566666666666
347.33399999999995,54.74722222222221
353.4164999999999,48.81833333333333
355.9560833333333,-15.28447222222222
356.4360416666666,62.8808611111111
9.849125,40.09538888888888
10.033208333333333,41.75655555555555
10.087374999999998,41.69516666666666
10.656208333333332,40.63699999999999
10.843749999999998,41.66136111111111
11.439208333333331,41.481
12.719333333333331,-72.87124999999999
12.926041666666665,-72.841
15.842999999999998,-72.06974999999998
15.90108333333333,-72.06783333333333
16.023874999999997,-72.11680555555554
16.1775,-72.16872222222221
19.648791666666664,-72.70591666666665
81.70892083333332,-71.10983333333333
81.04120833333332,-69.32999999999998
82.02054166666666,-68.99641666666666
82.81979166666666,-69.01780555555554
83.16349999999998,-69.53166666666665
83.16541666666666,-69.51374999999999
83.21754166666666,-67.68577777777777
83.98704166666666,-69.01249999999999
84.44508333333332,-69.53216666666665
85.06174999999999,-69.48030555555555
85.57583333333332,-69.88038888888887
85.87641666666666,-69.41294444444443
85.90737499999999,-69.33619444444443
86.25066666666666,-69.30533333333332
87.09283333333332,-67.98147222222221
119.37966666666664,20.293
139.5054583333333,-54.658111111111104
143.373125,-46.58080555555555
164.0125,-61.46872222222221
171.3864583333333,-59.942805555555545
185.46875,-13.88611111111111
198.65154166666665,-31.419611111111102
202.16191666666663,-63.82955555555554
203.98979166666663,-51.20408333333333
224.9028333333333,-33.41775
241.686125,-52.05038888888888
244.3058333333333,-51.98627777777777
249.77291666666665,-46.70666666666666
252.6345833333333,-47.70802777777777
256.408125,-10.142388888888888
258.43474999999995,-37.103027777777775
258.7295833333333,-39.55324999999999
259.63416666666666,-30.928888888888885
260.1323333333333,-33.16358333333333
260.996875,-31.030972222222218
261.9460833333333,-28.18355555555555
263.02,-30.48194444444444
263.0944583333333,-28.240916666666664
264.08416666666665,-29.56080555555555
264.1685833333333,23.30325
264.762125,-28.943222222222214
264.80749999999995,-25.63475
265.25875,-25.99277777777777
266.04437499999995,-21.48972222222222
266.1575,-27.23805555555555
266.2158333333333,-33.325
266.3066666666666,-26.87833333333333
266.50075,-23.354527777777776
266.50829166666665,-33.052361111111104
266.7142083333333,-34.901555555555554
267.81249999999994,-33.81972222222222
267.5804166666666,-33.65194444444444
267.9387083333333,-32.05108333333333
268.0245833333333,-35.70166666666666
268.3385833333333,-28.34644444444444
269.31524999999993,-34.79288888888888
270.4674583333333,-1.4381666666666666
270.5120416666666,-34.463138888888885
270.7705833333333,-27.778888888888886
271.27304166666664,-29.33775
271.8295416666666,-31.968888888888884
271.9870833333333,-36.493583333333326
272.4658333333333,-27.765
272.4679583333333,-33.330527777777775
273.1999583333333,-28.33325
274.07224999999994,-27.075166666666664
279.2717083333333,-6.493888888888888
285.5011666666666,2.153027777777777
290.4183333333333,15.8985
290.8089166666666,24.461027777777776
290.8944583333333,0.6328888888888888
299.45125,33.68888888888888
303.715,12.064805555555552
344.4207916666666,58.82013888888888
