recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag_x,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
885,*,"PN G118.0-08.6 ",PNVV2,419326659360627968,A,4.6757,53.8722,0.25,14.14,-0.14,0.62,-0.49,4.6757,53.8722,172640046757167268,4.67572313,53.87215841,0.012,0.005,0.0,512024576,61,56161.90107639,5,77,12.864,,,,114724,13.194,,,,114724,13.467,,,,114724,14.4664,0.0184,13.9585,0.0014,16892216,14.586,0.0066,13.725,0.0272,16892216,0.157609
886,,"PN G118.7+08.2 ",Abell86,530858099521703808,B,0.3792,70.7094,3.89,20.63,1.37,1.24,0.79,0.3792,70.7094,192850003792642138,0.37923781,70.70941003,0.017,0.01,0.0,436527104,52,56179.44888889,5,58,21.324,0.0682,20.908,0.1411,16892216,20.4748,0.0291,20.033,0.0755,16892216,20.0926,0.0258,20.0709,0.036,115000,19.801,0.0287,19.8661,0.0768,115000,19.5247,0.0412,19.4749,0.0666,115000,0.066656
887,,"PN G118.8-74.7 ",NGC246,2376592910265354368,A,11.7638,-11.872,0.12,11.8,-0.57,0.14,-0.65,11.7638,-11.872,93750117638123988,11.7638638,-11.87197018,0.018,0.007,90.0,906289152,108,55927.87685185,2,42,11.659,,,,16484,12.18,,,,16484,12.55,,,,114788,12.875,,,,16484,13.0158,0.0021,13.039,0.0087,115064,0.248687
888,,"PN G119.1+12.4 ",Kn50,2229266628545001984,A,358.5473,74.9261,0.07,19.27,-0.15,0.53,-0.44,358.5473,74.9261,197913585472762099,358.54718718,74.92610632,0.028,0.018,90.0,436527104,52,56001.48863426,5,58,19.2548,0.0057,19.3753,0.0188,115000,19.4483,0.0126,19.524,0.0367,115000,19.6809,0.0106,19.8597,0.0288,115000,19.813,0.0533,20.0207,0.0956,115000,20.0124,0.1159,20.3689,0.1881,115000,0.106936
890,*,"PN G120.0+09.8 ",NGC40,537481007814722688,B,3.2541,72.5219,0.06,11.46,0.34,0.78,-0.08,3.2541,72.5219,195020032547536911,3.25494466,72.52181262,0.01,0.01,90.0,302067712,36,55863.66206019,0,31,13.1244,0.0325,11.6871,0.03,24,11.9119,0.0672,9.6413,0.0309,24,12.6698,0.1018,11.1914,0.0374,24,17.0997,0.007,11.2834,0.001,16777752,11.7969,0.0,10.2119,0.0,16777752,0.961745
891,,"PN G120.2-05.3 ",Sh2-176,421836402032359936,B,7.9501,57.3839,5.46,17.47,1.25,0.81,0.88,7.9501,57.3839,176860079501651375,7.95014186,57.38387639,0.006,0.006,0.0,503635968,60,56162.21203704,10,62,18.1741,0.0105,18.2637,0.0108,115000,17.4851,0.0062,17.5677,0.0076,115000,17.1394,0.0027,17.2229,0.0039,115000,16.9624,0.0047,17.0495,0.0063,115000,16.8282,0.0106,16.9703,0.0217,115000,0.11676
892,,"PN G120.4-01.3 ",Ou2,430204780732841600,B,7.7364,61.4095,0.09,19.27,0.36,0.94,-0.15,7.7364,61.4095,181690077365832190,7.73641668,61.40952095,0.013,0.005,90.0,436527104,52,56055.16488426,5,52,19.4102,0.0141,19.5118,0.0115,115000,19.3395,0.0085,19.4802,0.021,115000,19.3899,0.02,19.4323,0.0412,115000,19.4274,0.0252,19.5272,0.0383,115000,19.4224,0.1005,19.4343,0.1919,115000,0.080298
893,,"PN G121.6+00.0 ",BV5-2,427802970592981504,B,10.0879,62.8587,2.7,19.43,1.19,1.49,0.46,10.0879,62.8587,183430100879601108,10.08784027,62.85866226,0.048,0.038,90.0,444915712,53,56018.71341435,5,50,19.2436,0.0194,17.2121,0.0111,16892216,18.809,0.051,16.8233,0.0493,16892216,18.6567,0.0127,18.0351,0.0143,16892216,18.2453,0.0263,17.5044,0.0498,16892216,17.875,0.0522,16.4342,0.0977,16892216,0.166987
894,,"PN G121.7+11.4 ",Hu2,538591274040363520,A,8.4896,74.3109,0.8,20.19,0.03,0.71,-0.37,8.4896,74.3109,197170084896643899,8.48960775,74.31092517,0.03,0.024,0.0,436527104,52,56020.17765046,5,26,20.2064,0.0507,20.277,0.0742,16892216,20.3037,0.0394,20.5203,0.0429,115000,20.5065,0.0353,20.6569,0.0539,115000,20.596,0.0572,21.003,0.1427,115000,,,,,114720,0.098723
895,,"PN G122.1-04.9 ",Abell2,425100439735384192,A,11.3948,57.9598,0.76,19.91,0.22,0.91,-0.28,11.3948,57.9598,177550113949062506,11.39475618,57.95980168,0.068,0.023,0.0,444915712,53,56146.72003472,14,55,19.2324,0.0307,14.9769,0.0266,16892216,19.6295,0.0434,18.2037,0.0833,16892216,20.0284,0.0325,19.6784,0.0963,16892216,19.9263,0.0967,19.3424,0.07,16892216,19.4398,0.1181,18.2695,0.323,16892216,0.083761
896,*,"PN G123.0+04.6 ",Pa30,526287189172936320,B,13.2967,67.5007,0.04,15.41,0.91,1.83,-0.03,13.2967,67.5007,189000132967371550,13.29666431,67.50065743,0.009,0.004,90.0,503635968,60,56142.31195602,10,43,15.9438,0.0176,15.9737,0.0132,115000,15.5246,0.0053,15.544,4.0E-4,115000,15.0762,0.0056,15.0774,0.0111,115000,15.1492,0.0049,15.1172,0.0036,115000,14.9452,0.0099,14.8091,0.0143,115000,0.167487
897,,"PN G123.6+09.9 ",Pa154,535212951548319616,B,15.3545,72.7648,1.01,20.88,0.63,1.46,-0.14,15.3545,72.7648,195310153546118567,15.3545713,72.76477772,0.052,0.026,0.0,436527104,52,56091.16512731,10,31,21.0555,0.069,21.1055,0.1081,115000,20.9309,0.044,21.1913,0.1041,115000,20.7645,0.0455,20.9395,0.0831,115000,20.6647,0.0372,,,115000,,,,,114720,0.113239
898,*,"PN G123.6+34.5 ",IC3568,1720138697015345024,A,188.2786,82.5639,0.1,12.87,-0.29,0.32,-0.47,188.2786,82.5639,207071882787917579,188.27861197,82.56393709,0.013,0.01,90.0,461692928,55,56093.75853009,4,68,12.918,,,,16484,12.923,,,,114788,12.984,,,,114788,13.4234,0.0078,12.5943,0.0162,16892280,13.4872,0.0213,12.2159,0.0052,16892280,0.119943
899,,"PN G124.0+02.9 ",KLSS2-7,525857348844254208,A,15.6019,65.7757,0.37,21.16,1.68,5.64,-0.99,15.6019,65.7757,186930156018771549,15.60188843,65.77569514,0.025,0.014,0.0,528801792,63,56003.7387037,3,43,18.805,,,,16420,20.6198,0.1819,18.5439,0.0,16793912,20.2003,0.0951,18.8951,0.1725,16892216,19.414,0.0299,18.4784,0.0934,16892216,18.7184,0.0578,17.8127,0.1994,16892216,0.034392
900,*,"PN G124.3-07.7 ",WeSb1,423384961080344960,B,15.2254,55.0667,0.05,14.77,1.17,0.62,0.88,15.2254,55.0667,174080152254180715,15.22542955,55.06666917,0.016,0.003,0.0,503636112,60,56074.93471065,10,86,15.5312,0.0486,15.5989,0.0683,115000,14.8737,0.0255,14.9102,0.0397,115000,14.6602,0.0339,14.7169,0.0376,115000,14.294,0.0154,14.3281,0.0176,115000,14.3783,0.1241,14.4127,0.1055,115000,0.126548
901,,"PN G125.4+-8.9 ",Dr36,411078093067339136,A,16.9169,53.8733,0.13,18.81,0.12,0.74,-0.29,16.9169,53.8733,172640169165148804,16.91686869,53.8733202,0.146,0.083,90.0,444915712,53,56111.88349537,10,76,18.6419,0.0108,18.5767,0.0162,16892216,18.803,0.0101,18.6262,0.0133,16892216,19.0058,0.0218,18.6617,0.0158,16892216,18.9868,0.0544,18.7231,0.0477,16892216,18.9538,0.0469,18.81,0.0576,16892216,0.102165
902,,"PN G126.3+02.9 ",K3-90,525275913347840512,B,21.2442,65.6434,0.08,18.81,0.78,1.56,-0.03,21.2442,65.6434,186770212442862777,21.24421916,65.64336337,0.037,0.021,0.0,444915712,53,56055.07407407,5,42,18.0977,0.0268,16.1754,0.0044,16892216,17.8752,0.1784,15.7379,0.0098,16892216,18.3566,0.0208,16.4126,0.0132,16892216,18.2068,0.0219,16.2162,0.0174,16892216,17.7794,0.1156,15.6919,0.0408,16892216,0.142299
903,,"PN G126.6+01.3 ",IPHASXJ012507.9+635652,512781539949346816,B,21.2831,63.948,0.06,18.88,1.61,1.86,0.76,21.2831,63.948,184730212831008304,21.28312062,63.94799124,0.028,0.023,90.0,512024576,61,55896.19665509,15,48,19.5455,0.0299,18.4242,0.0184,16892216,18.1512,0.0141,16.1608,0.0119,16892216,18.2504,0.0103,17.9441,0.0152,16892216,17.83,0.0109,17.343,0.0318,16892216,17.4805,0.0087,16.7933,0.0477,16892216,0.050249
904,,"PN G127.6-01.1 ",IPHASXJ013108.9+612258,510742396851462400,B,22.7875,61.383,0.26,20.48,0.68,1.38,-0.05,22.7875,61.383,181660227874640347,22.78748878,61.38302252,0.039,0.008,90.0,436527104,52,56164.36511574,5,37,20.8438,0.0439,20.8955,0.0581,115000,20.5209,0.0215,20.6856,0.0628,115000,20.5131,0.0407,20.6464,0.0873,115000,20.3749,0.0155,20.5891,0.1618,115000,20.1052,0.0695,20.651,0.0151,115000,0.08538
905,*,"PN G127.6-13.5 ",PaStDr3,400211958948711552,A,19.8703,49.0193,0.02,13.35,-0.3,0.3,-0.47,19.8703,49.0193,166820198703463789,19.87034306,49.01925135,0.003,0.003,90.0,503635968,60,56277.95581019,5,80,12.925,,,,114724,13.406,,,,114724,13.8828,0.007,13.9309,0.0035,16892216,14.1322,0.0043,14.1907,0.0065,115000,14.3059,0.0045,14.324,0.0066,115000,0.19802
906,,"PN G128.0-04.1 ",Sh2-188,509206722715256192,B,22.5815,58.4412,3.61,19.65,1.23,0.9,0.81,22.5815,58.4412,178130225814100100,22.5814591,58.44115736,0.011,0.009,0.0,436527104,52,56228.40237269,5,53,20.4456,0.0341,20.6087,0.0591,115000,19.7239,0.012,19.981,0.0477,115000,19.3185,0.0113,19.5375,0.0431,115000,19.1104,0.0309,19.282,0.0415,115000,19.0241,0.0385,19.0452,0.0518,115000,0.172587
907,,"PN G129.2-02.0 ",We2-5,509636112062310016,A,25.6578,60.1631,0.01,20.29,0.01,0.81,-0.43,25.6578,60.1631,180190256578096460,25.65781505,60.16310453,0.048,0.035,90.0,436527104,52,56194.23949074,5,34,20.3119,0.0198,20.5193,0.0527,115000,20.3132,0.0274,20.174,0.0465,16892216,20.5158,0.045,20.4627,0.1175,115000,20.3645,0.1566,20.7574,0.0209,115000,20.175,0.1431,19.0686,0.1287,16892472,0.029507
908,,"PN G129.6+03.4 ",IPHASXJ015624.9+652830,518353624360945152,A,29.1045,65.4751,0.81,18.84,0.42,1.24,-0.25,29.1045,65.4751,186570291044910929,29.10450149,65.47512604,0.012,0.007,90.0,436527104,52,55955.35626157,5,55,19.014,0.0116,19.1211,0.0124,115000,18.8611,0.0095,19.0112,0.0151,115000,18.8624,0.004,18.917,0.0265,115000,18.9849,0.0133,19.1751,0.0365,115000,19.1501,0.0443,19.3658,0.0312,115000,0.102206
909,,"PN G129.6-05.6 ",KLSS2-8,409721566300550656,A,25.0243,56.5818,0.06,19.78,0.12,0.85,-0.35,25.0243,56.5818,175890250243168893,25.02435348,56.58183028,0.019,0.018,0.0,436527104,52,56021.75202546,5,32,19.8614,0.0102,19.8023,0.0474,16892216,19.8743,0.0227,19.986,0.0195,115000,20.0291,0.0157,20.2161,0.0372,115000,20.0339,0.0146,20.1858,0.0763,115000,20.1562,0.1065,20.4989,0.2715,115000,0.155847
910,*,"PN G130.2+01.3 ",IC1747,511904404556131200,A,29.3987,63.3218,0.57,15.8,0.36,1.45,-0.43,29.3987,63.3218,183980293987206885,29.39871303,63.3217903,0.064,0.049,0.0,461692928,55,55967.28009259,4,44,13.048,,,,16420,15.2139,0.0579,13.0735,0.0492,16892216,15.6613,0.0036,13.6736,0.017,16892216,15.6926,0.0157,13.5306,0.0081,16892216,15.2544,0.0397,12.7904,0.02,16892216,0.041497
911,,"PN G130.3-11.7 ",M1-1,405830570741274752,B,24.3307,50.4698,0.67,17.72,0.13,0.39,-0.08,24.3307,50.4698,168560243306974536,24.33076893,50.46982367,0.404,0.281,90.0,444669952,53,56358.44290509,2,6,,,,,16416,,,,,0,17.5888,0.0325,15.1869,0.0047,16892216,,,,,114720,,,,,16416,0.181126
912,,"PN G130.9-10.5 ",NGC650/1,406328443354164480,B,25.5819,51.5754,2.76,17.42,0.26,0.3,0.1,25.5819,51.5754,169890255819101410,25.58200229,51.5754156,0.069,0.047,0.0,444751872,53,55533.21695602,4,13,17.1459,0.0142,16.8166,0.0079,16892216,17.3034,0.0081,16.9622,0.0114,16892216,19.0434,0.1646,15.9726,0.3206,16892216,,,,,114720,,,14.6673,0.0065,16440,0.234572
913,,"PN G131.0+03.7 ",Fe8,515511318086256768,B,32.5436,65.4206,0.05,19.27,2.26,2.23,1.32,32.5436,65.4206,186500325436235504,32.54356134,65.42064536,0.016,0.011,0.0,436527104,52,56129.88096065,10,68,20.8624,0.0805,20.9542,0.0591,115000,19.3889,0.0678,19.645,0.0493,115000,18.6437,0.0071,18.7565,0.0189,115000,18.2108,0.005,18.3436,0.0156,115000,17.9441,0.0097,18.085,0.0196,115000,0.170234
914,,"PN G131.4-05.4 ",BV5-3,504819018483991168,A,28.2625,56.4054,0.88,20.51,-0.27,0.51,-0.55,28.2625,56.4054,175680282625557112,28.2625698,56.40535035,0.027,0.021,0.0,444915712,53,56123.56706019,4,43,19.1295,0.0544,14.9756,0.0106,16892216,19.4876,0.0423,14.4935,0.0267,16892216,20.2483,0.1423,18.8017,0.245,16892216,20.6151,0.0675,19.3433,0.1263,16892216,19.5424,0.1097,17.8756,0.0653,16793912,0.224529
915,*,"PN G131.5+02.6 ",Abell3,515007024509005440,B,33.0278,64.1506,1.47,17.17,1.52,1.33,0.92,33.0278,64.1506,184980330277831502,33.02774829,64.15064873,0.013,0.005,90.0,503635968,60,56173.49947917,5,44,18.0502,0.0042,17.982,0.0138,16892216,17.2109,0.0087,17.1391,0.0154,115000,16.7392,0.0054,16.7763,0.0066,115000,16.4881,0.0018,16.4958,0.0079,115000,16.3071,0.0095,16.2439,0.0211,115000,0.204406
916,,"PN G132.8+02.0 ",IPHASXJ022045.0+631134,513965507818493312,B,35.1881,63.1928,0.89,20.24,0.75,1.2,0.14,35.1881,63.1928,183830351880232157,35.18810213,63.19283807,0.073,0.027,0.0,512024576,61,56124.70738426,8,28,19.7436,0.1506,,,16793912,19.3783,0.1256,17.8267,0.0139,16892216,19.8376,0.0134,19.4201,0.0167,16892216,19.4531,0.037,19.0293,0.1265,16892216,18.9887,0.0075,17.9114,0.1821,16892216,0.142082
917,,"PN G134.1+03.0 ",IPHASXJ023538.6+633823,514222660399569024,B,38.9137,63.6414,5.26,21.14,0.75,1.69,-0.14,38.9137,63.6414,184370389138530554,38.91368392,63.64146373,0.067,0.067,90.0,444751872,53,55671.08490741,1,4,21.3311,0.1625,,,16688,20.3918,0.1701,19.3241,0.1582,16793904,20.4415,0.1045,19.7244,0.1037,16793912,,,,,114720,,,,,16416,0.233069
918,,"PN G134.3-43.2 ",Pre8,2786087079519147520,A,21.6502,18.8551,1.67,18.1,-0.34,0.09,-0.39,21.6502,18.8551,130620216502046695,21.65024175,18.85509805,0.018,0.015,0.0,444915712,53,56286.4575,5,55,17.8776,0.0055,17.8891,0.0081,115000,18.2809,0.0056,18.1429,0.0199,16892216,18.6339,0.0116,18.3453,0.0149,16892216,18.8493,0.0328,18.5511,0.0376,16892216,18.9341,0.0443,18.2829,0.0311,16892216,0.142538
919,*,"PN G135.6+01.0 ",WeBo1,465640807845756160,B,40.0599,61.1546,0.09,13.8,1.92,1.54,1.26,40.0599,61.1546,181380400598626291,40.05988539,61.15464797,0.012,0.009,90.0,503635968,60,55942.80023148,5,68,15.1663,0.0033,15.2253,0.007,115000,13.8785,0.014,13.9266,0.0071,115000,13.362,,,,114724,12.899,,,,114724,12.6892,0.0055,12.7081,0.0049,115000,0.180831
920,,"PN G135.9+55.9 ",TS1,846615127231002880,A,178.3531,59.6658,0.22,18.03,-0.29,0.14,-0.37,178.3531,59.6658,179591783531369722,178.35308375,59.66584477,0.01,0.009,90.0,444915712,53,56132.22489583,5,67,17.7286,0.0167,17.6238,0.0053,16892216,18.065,0.0165,17.7835,0.0091,16892216,18.5057,0.015,18.4306,0.0174,16892216,18.7851,0.0126,18.6578,0.0142,16892216,18.863,0.0414,18.6244,0.0242,16892216,0.170281
921,*,"PN G136.1+04.9 ",Abell6,467936205865972352,B,44.6745,64.5017,0.06,18.4,0.97,2.01,-0.07,44.6745,64.5017,185400446744272781,44.67446291,64.50171849,0.009,0.006,90.0,436527104,52,56266.7215162,5,59,18.9015,0.0145,18.979,0.0232,115000,18.4067,0.0046,18.5091,0.017,115000,18.1808,0.0078,18.304,0.0167,115000,18.0749,0.0086,18.1919,0.0144,115000,18.0986,0.0182,18.2824,0.0582,115000,0.084316
922,*,"PN G136.3+05.5 ",HFG1,468033345145186816,B,45.946,64.9098,0.18,13.99,0.67,1.07,0.12,45.946,64.9098,185890459459302581,45.94595011,64.90984545,0.019,0.008,0.0,503635968,60,56034.57851852,5,60,13.7127,0.0078,13.7587,0.0176,115000,13.8822,0.1014,13.8976,0.1161,115000,14.1039,0.0322,14.1641,0.0376,115000,13.5434,0.0282,14.2577,0.024,115000,13.5205,0.0445,13.5795,0.0498,115000,0.18812
923,*,"PN G136.6+61.9 ",PNG136.7+61.9,1573011744729727104,A,181.8684,54.0247,0.05,15.93,-0.57,0.0,-0.57,181.8684,54.0247,172831818684140362,181.86839888,54.02471493,0.003,0.002,0.0,436527232,52,56420.8859838,5,114,15.7573,0.0041,15.8165,0.0078,115000,16.2349,0.0047,16.2964,0.0029,115000,16.6491,0.0015,16.7108,0.003,115000,16.9566,0.004,17.0441,0.0062,115000,17.1431,0.0091,17.2863,0.0169,115000,0.053207
924,,"PN G136.8-13.2 ",Kn58,354941216942517504,A,33.116,47.4528,0.02,19.45,-0.36,0.39,-0.58,33.116,47.4528,164940331159964063,33.11600196,47.45279187,0.019,0.009,0.0,436527104,52,56036.77221065,5,50,19.3111,0.0132,19.3122,0.0126,115000,19.5886,0.016,19.6004,0.018,115000,19.8927,0.0147,19.9499,0.0251,115000,20.1224,0.0224,20.132,0.0714,115000,20.0877,0.0384,,,115000,0.032325
925,*,"PN G137.6-30.0 ",Fr2-22,304311150320629376,A,27.7262,31.1296,0.73,14.31,-0.34,0.18,-0.45,27.7262,31.1296,145350277261906182,27.72618158,31.12964546,0.011,0.008,90.0,503635968,60,56203.88366898,5,54,14.1632,0.0047,14.1968,0.0041,115000,14.5408,9.0E-4,14.595,0.0017,115000,14.868,0.0013,14.9158,0.0024,115000,15.1199,0.0041,15.1884,5.0E-4,115000,15.2958,0.0069,15.3175,0.0081,115000,0.171436
926,,"PN G138.1+04.1 ",Sh2-200,466746538582576640,B,47.7452,62.7986,0.09,16.2,0.96,1.56,0.17,47.7452,62.7986,183350477452429013,47.74525433,62.79857538,0.007,0.004,0.0,503635968,60,56272.4284375,10,41,16.5741,0.0037,16.6081,0.0076,115000,16.1334,0.0029,16.215,0.0041,115000,15.8836,0.0027,15.9447,0.0054,115000,15.7104,0.0063,15.7808,0.0035,115000,15.6013,0.0061,15.7132,0.009,115000,0.123991
927,*,"PN G138.8+02.8 ",IC289,463228376251556224,B,47.5804,61.3169,0.21,16.4,0.61,1.36,-0.1,47.5804,61.3169,181580475803851045,47.58039914,61.3169047,0.008,0.005,90.0,512024576,61,56184.80925926,5,52,16.5858,0.0095,13.3351,0.0075,16892216,16.3379,0.0037,12.9875,0.0301,16892216,16.3053,0.009,13.7698,0.0159,16892216,16.2913,0.0122,14.6608,0.0529,16892216,16.2641,0.0096,15.5327,0.0783,16892216,0.022923
928,,"PN G138.8-06.2 ",KnJ0240.0+5311,453022223985513856,B,40.0063,53.191,1.14,20.07,0.87,0.69,0.54,40.0063,53.191,171820400059419801,40.00619856,53.19097045,0.214,0.094,90.0,444915712,53,56054.95644676,10,61,18.7826,0.0334,17.9076,0.0137,16892216,18.6719,0.0133,17.6718,0.0166,16892216,18.7156,0.0333,17.5636,0.0223,16892216,18.5064,0.0798,17.5287,0.0251,16892216,18.3998,0.0405,17.4531,0.0398,16892216,0.246345
929,,"PN G139.0+03.2 ",IPHASXJ031345.5+613707,463616778732232064,B,48.438,61.6183,0.06,20.63,0.68,1.15,0.08,48.438,61.6183,181940484379002764,48.43798883,61.61831874,0.024,0.017,0.0,436527104,52,56418.14966435,5,43,20.7996,0.0242,20.8937,0.0542,115000,20.5893,0.0146,20.6165,0.0428,115000,20.3365,0.0873,20.581,0.1334,115000,20.4341,0.1788,20.4644,0.1431,115000,20.3945,0.1644,20.357,0.2859,115000,0.065314
930,*,"PN G139.3+04.8 ",KK26,463781877277363712,B,50.7721,62.7851,5.8,16.33,1.72,1.82,0.91,50.7721,62.7851,183340507720762933,50.77212228,62.78514743,0.002,0.002,90.0,503635968,60,56233.34570602,10,63,17.4236,0.0064,17.4263,0.0151,115000,16.4152,0.0037,16.4617,0.0031,115000,15.8317,8.0E-4,15.891,0.0026,115000,15.4921,0.0011,15.5537,0.0022,115000,15.2464,0.0025,15.3026,0.0065,115000,0.178061
931,,"PN G141.7-07.8 ",Abell5,440314343470162304,B,43.0629,50.5983,0.25,19.73,1.44,0.85,1.06,43.0629,50.5983,168710430628268651,43.06289235,50.59829786,0.02,0.004,90.0,436527104,52,56216.29886574,5,57,20.6346,0.0137,20.4203,0.0463,16892216,19.7374,0.0191,19.6859,0.0276,16892216,19.2555,0.0095,19.2876,0.0239,115000,18.9972,0.0228,19.1183,0.0409,115000,18.7836,0.0152,18.8169,0.043,115000,0.020689
932,,"PN G142.1+03.4 ",K3-94,450339621774948736,A,54.0337,60.0627,0.47,20.88,0.62,1.9,-0.39,54.0337,60.0627,180070540335085929,54.03366303,60.06273516,0.155,0.107,90.0,444915712,53,56535.81479167,2,10,,,,,16416,,,,,16416,19.2978,0.0355,16.9217,0.0046,16892216,19.2199,0.0396,16.6513,0.0864,16892216,,,,,16416,0.148184
933,*,"PN G143.5+38.7 ",WPS46,1071088328781771392,B,141.964,69.2391,1.44,10.71,0.11,0.55,-0.19,141.964,69.2391,191081419638847721,141.96398571,69.23905482,0.035,0.035,90.0,1141006336,136,53674.80621528,4,49,10.687,,,,32868,10.829,,,,32868,10.972,,,,32868,11.083,,,,16484,11.241,,,,114788,0.155067
934,*,"PN G144.1+06.1 ",NGC1501,473712872456844544,B,61.7475,60.9206,0.1,14.24,0.6,1.43,-0.16,61.7475,60.9206,181100617474745518,61.74748404,60.92061135,0.006,0.003,0.0,520413184,62,56035.22402778,5,57,14.6446,0.0061,11.516,0.014,16892216,14.2306,0.036,11.9062,0.0044,16892216,14.1855,0.0125,13.7735,0.0521,115000,14.2874,0.0074,13.9357,0.0216,115000,14.1691,0.0069,13.5126,0.0676,16892216,0.046877
935,,"PN G144.3-15.5 ",Abell4,337112571475961344,A,41.3485,42.5513,0.38,19.66,-0.16,0.14,-0.23,41.3485,42.5513,159060413485622156,41.34854979,42.55127049,0.014,0.009,90.0,444915712,53,56264.64131944,5,60,18.8608,0.0893,15.0584,0.0272,16892216,19.491,0.0232,16.6026,0.113,16892216,19.7712,0.0104,19.4776,0.0404,16892216,19.7942,0.0122,19.7088,0.0437,16892216,19.6254,0.0719,19.0328,0.1037,16892216,0.169585
936,*,"PN G144.8+65.8 ",LTNF1,786919754746647424,B,179.4369,48.9384,0.09,15.1,0.41,0.23,0.29,179.4369,48.9384,166721794368566753,179.43684948,48.9383674,0.011,0.006,0.0,503636096,60,56382.23914352,5,90,15.2775,0.142,15.3369,0.1156,115000,15.7874,0.1273,15.8317,0.1089,115000,15.3821,0.0904,15.4521,0.0805,115000,15.4051,0.1062,15.44,0.099,115000,14.6011,0.0069,14.6919,0.0063,115000,0.168147
937,,"PN G145.4+5.7  ",Dr26,470580325172742912,A,61.7066,59.7294,0.34,19.01,0.0,0.92,-0.5,61.7066,59.7294,179670617066006058,61.7065687,59.72939511,0.022,0.015,0.0,436527104,52,56265.81116898,5,39,18.9939,0.0058,19.0289,0.0198,16892216,19.1331,0.0136,19.1948,0.0289,115000,19.2821,0.021,19.4305,0.029,115000,19.4225,0.0494,19.5944,0.07,115000,19.3703,0.1013,19.6041,0.0701,115000,0.060182
938,*,"PN G146.1-08.1 ",Fr2-23,435527383380748416,A,48.6913,48.2016,0.34,14.3,-0.3,0.75,-0.71,48.6913,48.2016,165840486912952609,48.69130315,48.20162077,0.004,0.003,0.0,503635968,60,56039.15472222,5,50,14.1743,0.0053,14.2081,0.004,115000,14.5389,0.0025,14.5736,0.0019,115000,14.8344,0.0048,14.8749,0.0072,115000,15.0776,0.0041,15.1184,0.0031,115000,15.225,0.0066,15.2803,0.0059,115000,0.078302
939,*,"PN G146.7+07.6 ",M4-18,471908436438311680,B,66.4618,60.1202,0.07,13.66,0.78,0.97,0.29,66.4618,60.1202,180140664618654942,66.46181955,60.12021436,0.018,0.005,90.0,512024576,61,56055.39402778,5,62,13.8611,0.0024,13.8525,0.0058,115000,13.0923,0.0074,12.8859,0.0012,16892216,13.6448,0.001,13.4254,0.001,16892216,13.4625,0.0048,13.4063,0.0028,16892216,13.3863,0.0208,13.2703,0.0039,16892216,0.059198
940,,"PN G147.1-09.0 ",HaWe3,434853485833190528,B,49.1418,46.8937,0.09,17.87,1.07,0.6,0.79,49.1418,46.8937,164270491418003084,49.14183148,46.89369125,0.041,0.037,0.0,503636112,60,56236.90262731,5,70,18.3738,0.005,18.4484,0.0067,115000,17.8575,0.0072,17.9214,0.007,115000,17.6525,0.0062,17.7269,0.0041,115000,17.476,0.0044,17.5454,0.0121,115000,17.3484,0.0131,17.4701,0.0121,115000,0.083133
941,,"PN G147.4-02.3 ",M1-4,443728125217394688,A,55.4309,52.2834,0.08,18.1,0.7,2.37,-0.56,55.4309,52.2834,170740554308500738,55.43092139,52.28340069,0.018,0.011,0.0,444915712,53,56125.24795139,5,56,15.2898,0.0413,14.2678,0.0032,16892216,15.4923,0.0241,14.1827,0.0017,16892216,16.2051,0.0405,14.8183,0.0027,16892216,16.0671,0.0294,14.3942,0.0017,16892216,15.103,0.0985,13.5699,0.0157,16892216,0.047195
942,*,"PN G147.8+04.1 ",M2-2,469056092819323392,B,63.3126,56.9496,0.34,15.83,0.89,1.88,-0.09,63.3126,56.9496,176340633126120100,63.31261798,56.94956115,0.048,0.027,0.0,528801792,63,56216.32503472,10,67,15.7925,0.0409,13.8754,0.0018,16892216,15.376,0.0315,13.8845,0.0132,16892216,15.4437,0.0097,14.4688,0.0258,16892216,15.2365,0.0181,14.3186,0.0423,16892216,15.1134,0.0129,13.6419,0.0021,16892216,0.145013
943,*,"PN G148.4+57.0 ",NGC3587,843950873117830528,A,168.6988,55.019,0.21,15.72,-0.57,0.0,-0.57,168.6988,55.019,174021686988233537,168.6987996,55.01902687,0.005,0.003,0.0,503635968,60,56495.15465278,5,82,15.5123,0.0028,,,16892216,15.9839,0.0071,15.5342,0.076,115000,16.4142,0.0037,16.3735,0.0058,115000,16.7367,0.0044,16.7476,0.0105,115000,16.9273,0.0082,16.9572,0.0089,115000,0.09311
