recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag_x,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
489,*,"PN G031.0-10.8 ",M3-34,4207957000957467392,A,291.7579,-6.5847,0.11,15.96,-0.31,0.87,-0.79,291.7579,-6.5847,100092917578938842,291.75790502,-6.58464324,0.011,0.009,90.0,512024576,61,56006.29662037,5,68,13.288,,,,114724,14.7083,0.0612,13.4291,0.0085,16892216,15.5606,0.0164,14.3646,0.0023,16892216,15.6766,0.0587,14.4023,0.0044,16892216,15.5097,0.0662,13.6967,0.0056,16892216,0.205509
490,,"PN G031.2+05.9 ",K3-3,4276358851977975168,B,276.7888,1.2408,0.42,19.88,1.74,3.59,-0.04,276.7888,1.2408,109482767887829382,276.78883583,1.24076661,0.065,0.062,90.0,444915712,53,56032.79484954,10,36,19.5688,0.0228,16.9005,0.0101,16892216,18.634,0.0331,16.0969,0.0243,16892216,19.0006,0.0088,16.3174,0.0504,16892216,17.9928,0.148,15.5068,0.0173,16892216,17.7955,0.0055,14.2889,0.1043,16892216,0.176349
491,,"PN G031.3-00.5 ",HaTr10,4259248737363244032,B,282.6015,-1.6724,5.26,20.64,2.03,23.49,-2.02,282.6015,-1.6724,105992826014593517,282.60146432,-1.67244069,0.034,0.01,90.0,444915712,53,56040.49740741,4,42,21.7459,0.129,20.324,0.1913,16892216,,,,,16416,19.9401,0.0223,19.6171,0.0393,16892216,19.3385,0.0621,18.8771,0.141,16892216,18.7042,0.0625,17.7384,0.2267,16892216,0.194794
492,,"PN G032.1+07.0 ",PC19,4277099858391308800,A,276.1855,2.4911,0.1,16.88,0.09,1.73,-0.84,276.1855,2.4911,110982761855629842,276.18551191,2.49109399,0.017,0.002,0.0,512024576,61,56004.62804398,5,67,14.2588,0.0372,13.7218,0.0076,16892216,14.668,0.0394,14.2116,0.0013,16892216,15.491,0.0358,14.9549,0.0022,16892216,15.2574,0.0291,14.8666,0.0036,16892216,14.8299,0.0182,14.1572,0.0097,16892216,0.048108
493,*,"PN G032.1-06.2 ",FPJ1912-0331,4260597185313614976,A,288.131,-3.5257,0.5,13.99,-0.29,0.0,-0.29,288.131,-3.5257,103762881310439674,288.13105266,-3.5256224,0.003,0.002,90.0,503635968,60,55966.93540509,5,82,13.8967,0.0018,13.9724,0.0085,115000,14.2386,0.0029,14.2562,0.0027,115000,14.5467,0.0025,14.5719,0.0034,115000,14.765,0.0028,14.8161,0.0011,115000,14.9282,0.0026,14.9716,0.0053,115000,0.337685
494,,"PN G032.2-01.4 ",PHRJ1855-0116,4265235681271315840,B,283.8211,-1.282,3.08,20.62,2.44,3.19,1.1,283.8211,-1.282,106462838210202074,283.82108478,-1.28196484,0.01,0.009,0.0,436527104,52,56091.57896991,5,46,,,,,114720,20.8688,0.0197,20.8288,0.0795,115000,19.9863,0.0089,19.9961,0.0299,115000,19.5279,0.0311,19.4624,0.0793,115000,19.0914,0.0343,19.1725,0.0957,115000,0.137741
495,,"PN G032.3-04.5 ",IPHASXJ190631.5-023236,4261710097262261248,B,286.6317,-2.5431,1.03,19.64,1.75,1.84,0.93,286.6317,-2.5431,104942866317138699,286.63166613,-2.54307333,0.011,0.004,0.0,436527104,52,56004.07890046,5,70,20.7948,0.0385,20.8843,0.0807,115000,19.7417,0.021,19.8119,0.0314,16892216,19.1611,0.0108,19.1189,0.0093,16892216,18.8601,0.0302,18.9576,0.019,115000,18.6636,0.0231,18.7847,0.0731,115000,0.155366
496,,"PN G032.5-00.4 ",MPAJ1852-0033,4266084985277747200,B,283.1064,-0.5573,0.4,19.82,2.92,2.85,1.76,283.1064,-0.5573,107332831064581663,283.10642749,-0.557337,0.02,0.005,90.0,512024576,61,56107.28407407,5,59,20.9481,0.0466,20.5987,0.0935,16892216,17.5802,0.0504,17.105,0.0116,16892216,17.7301,0.0268,17.2161,0.0424,16892216,16.2538,0.0182,15.741,0.0241,16892216,14.6614,0.0826,13.9695,0.0049,16892216,0.166019
497,,"PN G032.5-03.2 ",K3-20,4262011019866089856,B,285.5423,-1.8126,0.12,15.7,1.31,1.95,0.36,285.5423,-1.8126,105822855423245273,285.542311,-1.81263425,0.019,0.006,90.0,512024576,61,56019.2466088,5,62,16.2701,0.004,16.2477,0.009,115000,14.9318,0.012,14.7509,0.0051,16892216,15.2328,0.0027,15.1668,8.0E-4,16892216,14.9209,0.0108,14.9057,0.0074,16892216,14.4063,0.0302,14.3105,0.0052,16892216,0.12944
498,,"PN G032.5-05.2 ",MPAJ1909-0242,4261269291843584000,A,287.3818,-2.7082,0.36,19.26,0.49,1.47,-0.3,287.3818,-2.7082,104752873818330587,287.3818491,-2.70822562,0.031,0.005,90.0,444915712,53,55870.74431713,5,51,19.36,0.0034,18.9943,0.0545,16892216,19.2406,0.009,19.0407,0.0063,16892216,19.2763,0.0102,19.2538,0.0268,16892216,19.3134,0.0203,19.2956,0.0347,115000,19.347,0.1586,19.3912,0.2839,115000,0.199238
499,,"PN G032.7-00.5 ",IPHASXJ185312.9-002529,4266180917652732672,B,283.3047,-0.4255,3.59,20.9,2.51,11.07,-1.46,283.3047,-0.4255,107482833047609848,283.30473321,-0.42549877,0.012,0.011,0.0,436527104,52,56151.8018287,4,29,,,,,16416,21.8316,0.0465,,,115256,20.3684,0.0357,20.7214,0.0516,115000,19.3616,0.0491,19.5726,0.0185,115000,18.8456,0.1484,19.11,0.1252,115000,0.119635
500,,"PN G032.9+07.8 ",K3-1,4278089212706036736,A,275.8405,3.6077,0.15,18.52,0.35,1.2,-0.29,275.8405,3.6077,112322758405449798,275.84048795,3.60773352,0.271,0.068,90.0,512024576,61,55957.21297454,10,65,16.8701,0.0775,15.3173,0.0066,16892216,16.9351,0.065,15.575,0.0075,16892216,17.8687,0.0125,16.352,0.0016,16892216,17.628,0.0635,16.2428,0.0055,16892216,17.2505,0.0718,15.5089,0.018,16892216,0.127832
501,,"PN G033.0-05.3 ",Abell55,4261355470375324672,A,287.6074,-2.3396,0.77,19.7,0.08,1.37,-0.67,287.6074,-2.3396,105192876073792672,287.60737065,-2.33964385,0.043,0.026,0.0,444915712,53,55831.2778125,10,41,19.6021,0.0657,18.7412,0.1927,16892216,19.8021,0.0125,19.8745,0.0502,115000,19.8162,0.0212,19.7572,0.0373,16892216,19.8494,0.0293,19.805,0.0603,115000,19.7334,0.1154,19.2246,0.014,115000,0.189651
502,*,"PN G033.1-06.3 ",NGC6772,4261038467432411776,B,288.6514,-2.7068,0.85,18.4,0.5,1.17,-0.12,288.6514,-2.7068,104752886514622326,288.65143602,-2.7067596,0.008,0.005,90.0,444915712,53,55921.13876157,5,81,18.4411,0.0105,14.5217,0.2561,16892216,18.2789,0.0059,13.6509,0.2053,16892216,18.396,0.0076,17.9928,0.0428,16892216,18.4448,0.0088,18.2508,0.0498,16892216,18.3977,0.0437,18.1435,0.1255,16892216,0.194714
503,,"PN G033.2-01.9 ",Sa3-151,4265754375870414592,A,284.7156,-0.5493,0.07,18.92,0.6,2.94,-0.92,284.7156,-0.5493,107342847156141207,284.71560357,-0.54929535,0.043,0.011,0.0,444915712,53,56076.48350694,3,23,15.8314,3.0E-4,15.265,9.0E-4,16892216,15.9504,0.0354,15.2299,0.0871,16892216,16.5872,0.0397,16.0447,0.036,16794168,16.348,0.0078,15.2369,0.007,16793912,15.4733,0.0151,14.8668,0.0544,16892216,0.021147
504,,"PN G033.2-04.0 ",PHRJ1906-0133,4262198413530027520,A,286.5637,-1.556,0.16,19.4,0.96,2.36,-0.27,286.5637,-1.556,106132865637243271,286.56370442,-1.55598816,0.019,0.008,90.0,436527104,52,55972.20609954,5,53,19.8633,0.0201,19.9597,0.0255,115000,19.4554,0.016,19.6629,0.0325,115000,19.2656,0.0175,19.4264,0.0553,115000,19.1732,0.0127,19.4336,0.0498,115000,19.1569,0.0293,19.5626,0.0688,115000,0.045476
505,,"PN G033.3-05.0 ",Pa36,4261389417811016064,A,287.5379,-1.8749,0.6,19.3,0.54,1.86,-0.46,287.5379,-1.8749,105752875378750493,287.53788754,-1.87491313,0.033,0.01,90.0,436527104,52,55887.30827546,5,58,19.4502,0.0126,19.0312,0.0272,16892216,19.2803,0.0137,19.2249,0.0279,16892216,19.2534,0.0093,19.3992,0.0041,115000,19.3577,0.0483,19.414,0.0435,115000,19.3112,0.0345,19.5692,0.1989,115000,0.065191
506,,"PN G033.4-06.9 ",PHRJ1917-0240,4261120724620894720,A,289.319,-2.6739,0.47,20.37,0.69,1.77,-0.25,289.319,-2.6739,104792893190171758,289.3190375,-2.67387835,0.01,0.009,0.0,444915712,53,56050.64211806,5,51,20.7956,0.0431,20.4446,0.0348,16892216,20.233,0.0185,19.7568,0.0643,16892216,20.0727,0.0184,19.9112,0.042,16892216,19.9553,0.0419,19.7785,0.0375,16892216,19.7775,0.1031,19.6425,0.0842,115000,0.155557
507,,"PN G033.6+06.6 ",Pa17,4283305879985226240,A,277.2924,3.6639,0.1,19.46,0.29,1.4,-0.47,277.2924,3.6639,112392772924137109,277.29236592,3.6638704,0.021,0.009,90.0,436527104,52,55782.29622685,5,47,19.5979,0.0085,19.7367,0.0193,115000,19.5745,0.0122,19.7667,0.0316,115000,19.631,0.0251,19.7959,0.017,115000,19.7152,0.0184,19.94,0.0347,115000,19.8741,0.0303,,,115000,0.162075
508,,"PN G033.7-02.0 ",CBSS1,4265789624653994624,B,285.0673,-0.2425,0.39,19.47,1.17,2.55,-0.14,285.0673,-0.2425,107702850672369437,285.06729571,-0.24248504,0.016,0.004,0.0,444915712,53,56063.28508102,5,80,18.9746,0.0273,17.9307,0.0088,16892216,18.6018,0.0162,17.2576,0.0065,16892216,18.539,0.0116,17.6223,0.0074,16892216,18.1734,0.0341,17.2882,0.0231,16892216,17.5787,0.0205,16.2606,0.0216,16892216,0.056051
509,,PN G033.7-02.0a,PHRJ1900-0014,4265769356705057792,A,285.014,-0.2339,1.03,20.19,0.97,2.81,-0.49,285.014,-0.2339,107712850140389772,285.01404229,-0.23392392,0.063,0.057,90.0,436527104,52,56076.44322917,5,52,20.7848,0.0398,20.9675,0.0686,115000,20.2532,0.0293,20.4026,0.0778,115000,20.0862,0.0306,20.3667,0.0172,115000,20.2909,0.0057,19.374,0.0527,115000,20.1625,0.0695,20.2156,0.2885,115000,0.174917
510,,"PN G033.8+00.1 ",IPHASXJ185225.8+005250,4266901613164235904,B,283.1107,0.8822,12.63,19.04,2.31,3.17,0.94,283.1107,0.8822,109052831107109098,283.11066185,0.88220868,0.005,0.004,0.0,503635968,60,56073.34984954,5,67,20.7749,0.0388,20.8256,0.0396,115000,19.332,0.0129,19.4173,0.0278,115000,18.445,0.0161,18.4912,0.0353,115000,17.8922,0.0089,17.9142,0.0091,115000,17.5859,0.0139,17.706,0.0447,115000,0.140832
511,,"PN G033.8+01.5 ",PHRJ1847+0132,4278692805923570048,B,281.9392,1.5464,0.46,18.98,2.61,5.02,0.29,281.9392,1.5464,109852819391686231,281.93922771,1.54641799,0.007,0.007,0.0,503636096,60,56025.28185185,5,66,21.0817,0.0518,21.119,0.1083,115000,19.4706,0.0287,19.4993,0.0225,115000,18.3116,0.0094,18.4147,0.0084,115000,17.6529,0.0102,17.7531,0.0141,115000,17.2808,0.0381,17.3375,0.0158,115000,0.119001
512,,"PN G033.9+01.2 ",IPHASJ184853.00+012852.2,4278677447120276096,B,282.2208,1.4811,0.11,19.87,2.81,5.31,0.42,282.2208,1.4811,109772822207917796,282.22079808,1.4811415,0.005,0.002,0.0,503635968,60,56065.04234954,4,57,24.694,,,,16420,19.6301,0.0248,19.4123,0.0191,16892216,19.0064,0.0096,18.9899,0.0106,16892216,17.9075,0.0136,17.8448,0.0114,16892216,17.0989,0.0292,17.0006,0.0241,115000,0.149692
513,,"PN G033.9-07.3 ",Pa37,4214612993377735552,B,289.8721,-2.5003,1.44,18.52,1.41,1.77,0.57,289.8721,-2.5003,105002898721020094,289.87211035,-2.50033118,0.098,0.064,0.0,512024576,61,56132.98365741,4,57,19.0864,0.0169,18.6744,0.0182,16777496,18.6623,0.0308,18.0597,0.0083,16892216,18.0303,0.0105,17.7669,0.0328,16892216,17.6624,0.0237,17.5676,0.0131,115000,17.4582,0.0146,17.3099,0.0223,16892216,0.118497
514,*,"PN G034.1-10.5 ",HaWe13,4213334746695221888,A,292.7801,-3.709,0.87,16.68,0.17,0.94,-0.35,292.7801,-3.709,103542927801129666,292.78010586,-3.70898269,0.034,0.021,0.0,503635968,60,55911.78643519,5,74,16.7329,0.0051,16.6757,0.006,115000,16.7864,0.0054,16.6685,0.035,16892216,16.9084,0.0028,16.8961,0.0103,16892216,17.0166,0.0077,16.9897,0.0105,115000,17.1107,0.0155,17.1388,0.0515,115000,0.066153
515,,"PN G034.3+06.2 ",K3-5,4283434037501295744,B,277.9409,4.0859,0.21,17.69,1.36,2.09,0.34,277.9409,4.0859,112902779409443532,277.94094571,4.08589465,0.021,0.007,0.0,512024576,61,55951.14771991,5,59,18.5125,0.0331,17.1877,0.074,16892216,17.0811,7.0E-4,16.3057,0.0218,16892216,17.4479,0.0045,16.7662,0.0093,16892216,17.0192,0.0043,16.478,0.0266,16892216,16.4673,0.0182,15.6858,0.0156,16892216,0.165194
516,,"PN G034.5+07.7 ",Pa16,4284399924112532608,A,276.6457,4.9849,0.06,19.65,0.28,1.27,-0.41,276.6457,4.9849,113982766457042283,276.6457139,4.98488328,0.031,0.013,0.0,436527104,52,55871.93622685,5,60,19.7043,0.0125,19.8139,0.0371,115000,19.7505,0.0082,19.7679,0.0285,115000,19.8894,0.0238,19.8497,0.0543,115000,19.9259,0.0208,19.8184,0.0561,115000,20.0803,0.0942,20.2626,0.07,115000,0.078148
517,,"PN G034.5-06.7 ",NGC6778,4262769064373735296,B,289.604,-1.5965,0.06,16.69,0.43,0.87,-0.03,289.604,-1.5965,106082896039734747,289.60395895,-1.5964481,0.093,0.07,0.0,595910656,71,56148.57813657,21,35,15.8914,0.0555,12.3223,0.016,16892216,12.618,,,,65572,12.154,,,,98340,11.897,,,,65572,11.722,,,,65572,0.238293
518,*,"PN G034.6+11.8 ",NGC6572,4472051344537031808,A,273.0263,6.8536,0.16,12.65,-0.24,0.6,-0.57,273.0263,6.8536,116222730263524872,273.02634745,6.8536428,0.241,0.062,90.0,1367662592,163,55836.97724537,4,8,11.956,,,,114724,11.175,,,,4,10.703,,,,114724,10.319,,,,4,10.142,,,,4,0.229078
519,*,"PN G034.7-06.2 ",PHRJ1917-0112,4262994116345873024,B,289.2812,-1.2072,0.79,14.85,0.64,1.22,0.0,289.2812,-1.2072,106552892812161861,289.28121453,-1.20715823,0.062,0.033,0.0,444915712,53,55941.04428241,10,53,15.0784,0.0032,14.9232,0.0079,16892216,14.9013,0.0082,14.6074,0.0013,16892216,14.8195,0.0106,14.8034,0.017,16892216,14.7655,0.0205,14.8015,0.0044,16892216,14.7459,0.021,14.1588,0.0104,115000,0.159378
520,,"PN G035.1+03.4 ",PaJ1843.0+0334,4280446153312965376,B,280.7655,3.5746,0.54,19.1,1.74,2.47,0.59,280.7655,3.5746,112292807655610062,280.76552638,3.57461286,0.029,0.017,0.0,444915712,53,55959.36040509,5,78,20.1375,0.0204,20.0897,0.0522,16892216,19.1175,0.0097,19.1426,0.0115,115000,18.6896,0.0076,18.6484,0.0107,16892216,18.344,0.0056,18.2725,0.0125,16892216,17.8511,0.0222,17.8149,0.0216,16892216,0.105515
521,,"PN G035.2+05.2 ",Pa10,4283781551897715072,B,279.2943,4.4718,0.09,18.62,1.83,2.18,0.85,279.2943,4.4718,113362792942986658,279.29429254,4.47182379,0.011,0.007,0.0,512024576,61,56012.6390625,5,59,19.9725,0.0197,19.7455,0.0611,16892216,18.7279,0.0077,18.4748,0.0157,16892216,18.1094,0.0046,18.0772,0.0169,16892216,17.7211,0.0035,17.7305,0.0095,16892216,17.4984,0.0085,17.5843,0.0296,115000,0.090246
522,,"PN G035.6-04.2 ",MPAJ1911+0027,4264281610117661056,B,287.8527,0.4625,1.82,18.28,1.3,1.33,0.68,287.8527,0.4625,108552878526745446,287.85268066,0.46246873,0.01,0.007,0.0,512024576,61,55843.74059028,5,65,18.9424,0.0318,18.0721,0.1666,16892216,18.1897,0.0044,16.7896,0.1256,16892216,17.8618,0.0135,17.8505,0.0208,115000,17.6291,0.0031,17.5777,0.0153,115000,17.4126,0.0121,17.1904,0.035,16892216,0.13238
523,*,"PN G035.7+19.2 ",Pa157,4489876627044035456,A,266.7854,11.0058,0.07,16.3,-0.27,0.32,-0.45,266.7854,11.0058,121202667854427517,266.7854377,11.00581397,0.002,0.002,0.0,436527104,52,56080.90664352,5,81,16.193,0.0063,16.2161,0.0055,115000,16.5096,0.0028,16.5297,0.0052,115000,16.815,0.0032,16.8911,0.0075,115000,17.0465,0.0066,17.1092,0.0073,115000,17.2288,0.0155,17.3265,0.0278,115000,0.142089
524,,"PN G035.7-05.0 ",K3-26,4264027902125405056,A,288.6632,0.2267,0.3,19.55,0.45,1.3,-0.25,288.6632,0.2267,108272886631392278,288.66316557,0.22665911,0.114,0.081,0.0,444915712,53,55668.81715278,5,36,18.0762,0.0688,15.2638,0.0298,16892216,17.854,0.0053,15.5382,0.0166,16892216,18.569,0.0439,16.1722,0.0136,16892216,18.3199,0.0281,16.0044,0.0241,16892216,17.6649,0.0,14.8074,0.0,16892216,0.192417
525,,"PN G035.9-01.1 ",Sh2-71,4268419317167114240,A,285.4998,2.1545,0.08,19.94,0.79,8.52,-1.82,285.4998,2.1545,110582854998975856,285.49981408,2.1544728,0.03,0.007,0.0,436527104,52,55828.43125,4,40,19.975,0.0275,20.1979,0.0088,115000,19.7908,0.035,20.1051,0.0674,16892216,19.7917,0.0153,20.0899,0.0493,115000,19.5884,0.053,18.8208,0.0186,16892216,19.4528,0.0981,18.9328,0.1314,16793912,0.110269
526,,"PN G035.9-02.9 ",Pa50,4267584719119811968,B,286.881,1.306,0.61,20.36,1.08,2.19,-0.05,286.881,1.306,109562868809767640,286.88095947,1.30599704,0.017,0.013,0.0,436527104,52,55956.53439815,5,43,20.9551,0.1117,20.86,0.1417,115000,20.2339,0.0268,20.3595,0.0544,115000,19.9212,0.0178,20.1042,0.0738,115000,19.7557,0.0271,19.9524,0.1249,115000,,,,,114720,0.146257
527,*,"PN G036.0+17.6 ",Abell43,4488953930631143168,A,268.3845,10.6234,0.48,14.66,-0.21,0.46,-0.47,268.3845,10.6234,120742683844738568,268.38445781,10.62338874,0.016,0.01,0.0,503635968,60,56071.59898148,5,78,14.6013,0.0053,14.6118,0.011,115000,14.8564,0.0025,14.8852,0.0025,115000,15.1359,0.0025,15.1781,0.0019,115000,15.3424,0.0043,15.3996,0.0023,115000,15.505,0.0084,15.5222,0.0093,115000,0.154439
528,,"PN G036.0-01.4 ",IPHASXJ190227.3+020804,4268407836720173568,B,285.6106,2.1325,13.96,20.65,2.43,9.93,-1.37,285.6106,2.1325,110552856106409501,285.61056912,2.13248576,0.104,0.036,0.0,503635968,60,55939.95984954,10,37,26.325,,,,114724,20.9503,0.0378,21.0396,0.069,115000,19.713,0.0236,19.6573,0.0314,16892216,18.9759,0.0083,18.9128,0.0179,115000,18.4232,0.0459,18.5405,0.0191,115000,0.122248
529,*,"PN G036.1-57.1 ",NGC7293,6628874205642084224,A,337.4108,-20.8372,0.17,13.46,-0.59,0.09,-0.64,337.4108,-20.8372,82993374107195757,337.4107469,-20.83716374,0.005,0.003,90.0,503635968,60,55949.82833333,5,69,13.362,,,,114724,13.8218,0.0121,13.8501,0.0034,115000,14.2053,0.0036,14.2477,0.0018,115000,14.5096,9.0E-4,14.5596,0.0032,115000,14.7043,0.005,14.7544,0.0039,115000,0.221615
530,,"PN G037.3-07.1 ",MPAJ1924+0038,4263701961311861760,A,291.2405,0.6442,0.48,19.11,0.26,1.1,-0.34,291.2405,0.6442,108772912405023467,291.24049075,0.64416974,0.007,0.005,0.0,444915712,53,55895.59815972,5,58,19.0685,0.0042,18.6078,0.018,16892216,18.9697,0.0241,18.4075,0.0114,16892216,19.2918,0.014,19.1816,0.0214,16892216,19.428,0.0099,19.3864,0.0035,16892216,19.395,0.0269,19.4306,0.1295,115000,0.114004
531,,"PN G037.5-05.1 ",Abell58,4264850714784262272,A,289.5856,1.783,1.2,20.97,-0.06,1.23,-0.73,289.5856,1.783,110142895855490126,289.58558484,1.78305922,0.026,0.015,90.0,512024576,61,55999.44162037,10,41,18.6203,0.0338,18.4383,0.0258,16892216,19.2569,0.0218,18.9344,0.014,16892216,19.884,0.0074,19.7888,0.0525,16892216,20.5847,0.1433,20.7217,0.2322,115000,18.8603,0.0469,18.8382,0.0759,16892216,0.220087
532,,"PN G037.6-04.7 ",BMPJ1917+0200,4264872636281775488,B,289.2805,2.0028,0.51,20.57,1.59,1.17,1.08,289.2805,2.0028,110402892805053880,289.28052439,2.00283661,0.001,0.001,90.0,176316416,21,56138.33381944,1,5,,,,,32,20.454,0.0277,20.8296,0.0446,312,19.9909,0.0345,19.7667,0.0466,16810296,,,,,32,,,,,32,0.158373
533,,"PN G037.7-01.3 ",IPHASXJ190503.1+034225,4269239140569604608,B,286.2621,3.7074,3.92,20.03,1.65,2.8,0.3,286.2621,3.7074,112442862621759413,286.26213562,3.70741045,0.033,0.028,0.0,436527104,52,56006.25770833,2,31,,,,,16416,20.4643,0.0186,20.6953,0.0896,16696,19.5408,0.041,19.7537,0.0591,115000,19.0186,0.0099,19.2283,0.0291,16696,18.6595,0.0106,18.9559,0.1383,115000,0.133294
534,,"PN G037.7-05.9 ",PHRJ1921+0136,4264623145896445184,A,290.337,1.6039,0.18,17.67,0.53,1.45,-0.25,290.337,1.6039,109922903370595080,290.33704847,1.60386827,0.006,0.003,90.0,436527104,52,55888.9349537,10,65,17.8784,0.0037,17.8795,0.0141,115000,17.733,0.0048,17.7271,0.0113,115000,17.718,0.0066,17.7738,0.0114,115000,17.7441,0.0108,17.8447,0.0122,115000,17.7495,0.0112,17.8183,0.0638,115000,0.208411
535,,"PN G037.7-06.0 ",MPAJ1921+0132,4264619130140417664,A,290.4354,1.5445,0.32,19.03,0.11,1.66,-0.78,290.4354,1.5445,109852904354413835,290.43543417,1.54450623,0.013,0.009,90.0,512024576,61,55937.435625,5,70,17.548,0.0611,16.8198,0.009,16892216,17.7387,0.0216,17.1219,0.0075,16892216,18.5677,0.0052,17.8826,0.0212,16892216,18.3417,0.0195,17.7268,0.0461,16892216,18.0779,0.0351,17.0005,0.0363,16892216,0.125
536,*,"PN G037.7-34.5 ",NGC7009,6889338034837425920,A,316.0451,-11.3635,0.96,12.77,-0.41,0.14,-0.48,316.0451,-11.3635,94363160450924224,316.04508908,-11.36348057,0.024,0.016,90.0,193257472,23,56076.84561343,5,72,12.199,,,,32804,12.475,,,,114724,12.713,,,,114724,12.887,,,,114724,13.1828,0.0452,9.6236,0.0786,16892216,0.078735
537,,"PN G037.8-02.5 ",Pa52,4269008140031070208,B,287.3954,3.1678,0.23,19.15,0.79,1.7,-0.1,287.3954,3.1678,111802873955701875,287.39542627,3.16781483,0.033,0.019,0.0,444751872,53,56115.41668981,2,7,20.1936,0.0409,,,118840,19.0409,0.0044,18.7516,0.0546,16892216,,,,,16416,,,,,16416,,,,,16416,0.108564
538,,"PN G037.9-03.4 ",Abell56,4268179207028750592,A,288.2754,2.8798,0.84,19.43,-0.14,1.67,-1.03,288.2754,2.8798,111452882753676213,288.27536391,2.87978824,0.015,0.009,90.0,436527104,52,55917.09711806,5,44,19.5039,0.0094,19.6487,0.0157,115000,19.6146,0.0247,19.8232,0.0467,115000,19.8278,0.0303,20.1355,0.0312,115000,20.3105,0.3136,,,115000,,,,,114720,0.136583
539,,"PN G038.0-02.5 ",IPHASXJ191003.4+032224,4269018104397704576,A,287.5135,3.3748,5.64,18.3,0.35,1.06,-0.22,287.5135,3.3748,112052875135140194,287.51353121,3.37478556,0.006,0.005,0.0,444915712,53,55859.89321759,5,61,18.3615,0.0076,18.273,0.0051,16892216,18.3915,0.0062,18.2882,0.0103,16892216,18.4592,0.0104,18.0818,0.0252,16892216,18.5478,0.018,18.1778,0.0398,16892216,18.6905,0.0332,18.4427,0.0987,16892216,0.123572
540,,"PN G038.1-25.4 ",Abell70,6907822573352460032,B,307.8883,-7.0884,0.14,17.66,1.04,0.18,0.96,307.8883,-7.0884,99493078883144356,307.88832465,-7.08837359,0.012,0.005,90.0,503636096,60,55948.13899306,5,65,17.9996,0.0166,17.5369,0.1548,16892216,17.5313,0.0096,17.5069,0.0198,115000,17.3326,0.0077,17.3711,0.0095,115000,17.2587,0.0281,17.3791,0.0265,115000,17.1906,0.0125,17.1965,0.0245,115000,0.129295
541,*,"PN G038.2+12.0 ",Cn3-1,4482121324862387968,B,274.3921,10.1509,0.24,12.56,0.45,0.51,0.18,274.3921,10.1509,120182743920281619,274.3920906,10.15088426,0.018,0.008,90.0,369418240,44,55959.83006944,0,38,12.642,,,,68,12.5,,,,68,12.46,,,,68,12.42,,,,68,12.3784,9.0E-4,11.586,0.0033,16777560,0.06538
542,,"PN G038.4-01.5 ",PaJ1906.9+0413,4269358025255531008,B,286.7495,4.2302,2.57,21.04,2.76,7.0,-0.56,286.7495,4.2302,113072867494576649,286.74946739,4.23017139,0.017,0.016,0.0,436527104,52,56106.27324074,4,27,,,,,16416,21.7227,0.1384,,,115000,20.5373,0.0408,,,115000,19.8522,0.0179,20.1897,0.146,115000,19.2415,0.0567,19.1841,0.2939,115000,0.155491
543,,"PN G038.7+01.9 ",YM16,4282704172233945216,A,283.7371,6.0429,6.8,20.15,2.19,5.66,-0.57,283.7371,6.0429,115252837371901951,283.73713704,6.04287774,0.032,0.015,90.0,436527104,52,56120.8037963,5,36,,,,,114720,20.7145,0.0338,20.8826,0.0439,115000,19.4477,0.0172,19.4418,0.0325,115000,18.6236,0.0209,18.5076,0.0183,16892216,18.1325,0.024,18.0616,0.0312,16892216,0.155096
544,*,"PN G039.0-04.0 ",IPHASXJ191716.4+033447,4292267621344388864,B,289.3183,3.5798,0.22,14.3,1.47,1.31,0.88,289.3183,3.5798,112292893183186249,289.31828946,3.57979833,0.012,0.011,0.0,503635968,60,55893.47224537,5,85,15.1495,0.0042,15.195,0.0051,115000,14.3849,0.0078,14.3883,0.0179,115000,13.468,,,,114724,13.6037,0.0093,13.7924,0.104,115000,13.3857,0.0036,13.4342,0.0125,115000,0.038284
545,*,"PN G039.5-02.7 ",M2-47,4293191412929039232,B,288.3939,4.6344,0.47,16.06,1.07,2.38,-0.16,288.3939,4.6344,113562883939321836,288.39392805,4.63444013,0.026,0.004,0.0,512024576,61,55904.98145833,10,61,15.9608,0.0145,15.0554,0.0028,16892216,15.4117,0.0699,14.346,0.0038,16892216,15.4254,0.0174,14.7446,0.0043,16892216,15.1281,0.023,14.4271,0.0226,16892216,14.5206,0.0721,13.3099,0.0066,16892216,0.176395
546,,"PN G039.7+06.0 ",Pa18,4287278827831316864,A,280.5049,8.7736,0.55,20.82,0.09,1.4,-0.67,280.5049,8.7736,118522805049458771,280.50486869,8.77356078,0.063,0.029,0.0,436527104,52,55987.20943287,4,46,20.9651,0.0324,21.1979,0.0903,115000,21.0151,0.0352,21.2263,0.0726,115000,21.104,0.0458,21.0913,0.1752,115000,20.7631,0.0991,20.8949,0.0506,115000,19.6627,0.1912,,,4120,0.178787
