recno,uid,R,GCVS,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Epoch,GLON,GLAT,VarType,Per,OutDate,Cl,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,u_Minmag,n_Minmag,ref(Coo),f_ref(Coo),ref(pm),ref(CV),f_ref(CV),ref(CV)2,f_ref(CV)2,ref(Cha),u_ref(Cha),n_ref(Cha),ref(Sp),n_ref(Sp),u_ref(Sp),f_ref(Sp),ref(Per),f_ref(Per),Names,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,objID,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch_x,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
436,8065,,Lyn,124.04512499999998,45.50283333333333,0.00301,0.0039,0.00139,0.00389,2000.257,174,33,CV,,,,,20.1,s,,,,,2006-22,,2006-22,2002-05,,,,A9999-99,,,2002-05,S,,,,,SDSSp J081610+453010,,,,,,,,,,,162601240451204059,124.04513498,45.50280756,0.007,0.003,0.0,436527232,52,56117.68844907,5,70,19.4634,0.0644,19.5222,0.0624,115000,19.0451,0.0361,19.1197,0.0304,115000,18.9359,0.0541,19.1285,0.0368,115000,18.5074,0.0084,18.5882,0.0389,115000,18.4355,0.0585,18.507,0.0562,114992,0.09614
439,8066,,Lyn,126.04054166666666,49.523444444444436,-4.8E-4,0.0039,-0.00437,0.00389,2000.257,170,35,CV,,,,,19.3,s,,,,,2006-22,,2006-22,2002-05,,,,A9999-99,,,2002-05,S,,,,,SDSSp J082409+493124,,,,,,,,,,,167421260405648926,126.04054395,49.52347521,0.004,0.003,0.0,444915712,53,56603.41047454,5,66,20.5505,0.0979,20.6336,0.0456,16892216,20.3027,0.0421,19.877,0.1502,16892216,20.2047,0.0453,19.8902,0.057,16892216,20.0521,0.0345,19.792,0.0442,16892216,19.6084,0.0662,19.7125,0.0383,115000,0.110884
437,7374,,Lyn,125.21279166666665,49.57547222222222,0.00185,0.0039,-0.01962,0.00389,2000.336,170,35,AM,0.06901,,,,18.0,V,,19.3,,V,2006-22,,2006-22,2000-29,,,,1998-23,,,1999-19,S,,,2002-102,,1RXS J082051+493433,,,,,,,R,,,,167491252128351227,125.21285908,49.57541667,0.005,0.005,90.0,436527296,52,56177.51358796,5,61,18.1124,0.0084,18.1801,0.0101,115000,18.5725,0.0634,18.6654,0.0809,115000,19.0814,0.1054,18.781,0.1002,115000,19.0247,0.0899,18.7797,0.1399,115000,19.6275,0.2383,18.7047,0.1207,115000,0.254481
405,8686,,Lyn,118.67920833333332,50.12477777777777,-0.001,0.0027,0.004,0.0027,2003.885,169,30,DQ:,,,,,17.3,g,,,,,2006-05,,2006-22,2006-05,,,,A9999-99,,,2006-05,S,,,,,SDSS J075443+500729,,,,,,,,,,,168151186791720408,118.6792078,50.12474407,0.006,0.002,0.0,436527296,52,56350.64427083,5,91,17.3186,0.0506,17.3922,0.0422,115000,17.5132,0.0151,17.5957,0.0154,115000,17.6177,0.018,17.7268,0.0184,115000,17.4981,0.0246,17.5653,0.0214,115000,17.3457,0.0143,17.4525,0.0135,115000,0.121354
418,8688,,Lyn,121.14249999999998,51.06366666666666,-0.099,0.00545,0.005,0.00545,2003.811,168,32,CV,0.0592,,,,17.9,g,,,,,2006-05,,2006-22,2006-05,,,,A9999-99,,,2006-05,S,,,2006-05,,SDSS J080434+510349,,,,,,,,,,,169271211424176992,121.14232474,51.06354495,0.007,0.005,0.0,436527296,52,56395.7602662,5,95,17.6866,0.0078,17.7497,0.0057,115000,17.7672,0.0145,17.8545,0.0089,115000,18.0404,0.0053,18.101,0.0142,115000,18.0423,0.0078,18.1486,0.0141,115000,18.1652,0.0183,18.1658,0.0501,115000,0.590954
344,8814,,Aur,99.13562499999999,35.5953611111111,,,,,,179,13,DQ,0.1397,,,,15.7,B,,,,,2005-44,,,2005-44,,,,2005-44,,,2005-44,S,,,2005-44,,1RXS J063631+353537,,,,,,,R,,,,150710991356505040,99.13564923,35.59533557,0.005,0.001,0.0,503636096,60,56255.49857639,10,74,16.063,0.0112,16.1103,0.011,115000,15.9599,0.0088,16.0176,0.0103,115000,16.1653,0.0179,16.2401,0.0171,115000,16.0553,0.0223,16.1154,0.0252,115000,16.2587,0.0221,16.3042,0.0153,115000,0.116127
333,6899,*,Aur2,93.54087499999999,45.50236111111111,0.0048,0.0056,-0.0148,0.0056,2000.0,168,13,DQ::,,,,,11.2,p,,14.5,,p,2004-105,,2004-105,2003-08,*,,,2003-08,,,,,,,,,NSV 2872,,,,,,,,,,,162600935408963479,93.54089599,45.5023519,0.101,0.041,90.0,503635968,60,55959.00877315,5,80,13.7477,6.0E-4,13.8055,7.0E-4,115000,13.133,,,,114724,12.708,,,,114724,12.444,,,,114724,12.2365,0.0065,12.3026,0.0059,115000,0.062486
332,6890,*,SS Aur,93.34345833333332,47.740361111111106,-0.0032,0.0026,-0.0232,0.0024,2000.0,166,13,UG,0.1828,,,,10.5,v,,14.5,,v,2004-105,,2004-105,1987-20,,,,1983-12,,,1983-12,S,,,1986-24,,31.1907,U,H,,1,,,R,,,,165280933434669051,93.34350085,47.74027888,0.012,0.006,0.0,503636096,60,56173.07952546,5,72,15.948,0.0214,15.9947,0.0257,115000,15.6729,0.0218,15.7293,0.0257,115000,14.8784,0.027,14.9366,0.0136,115000,14.6543,0.0341,14.6932,0.0323,115000,14.4904,0.0215,14.5111,0.0153,115000,0.313416
354,8815,,Lyn,101.58166666666665,50.76333333333333,,,,,,165,20,NL/UGZ:,0.1569,,,,15.5,R,,,,,2005-40,,,2005-40,,,,2005-40,,,2005-40,S,,,2005-40,,HS 0642+5049,,,,,,,,,,,168911015816737088,101.58171034,50.76364215,0.011,0.003,0.0,503636096,60,56236.19085648,5,88,15.623,0.0096,15.6756,0.0137,115000,15.6671,0.0112,15.6774,0.0126,115000,15.7483,0.0075,15.805,0.0102,115000,15.8076,0.0167,15.8647,0.021,115000,15.9331,0.0083,15.9405,0.0126,115000,1.116179
473,8430,*,Lyn,135.069,43.021722222222216,-0.01885,0.0039,-0.00615,0.00389,2001.953,178,41,CV,,,,,18.9,s,,,,,2006-22,,2006-22,2004-45,,,,A9999-99,,,2004-45,S,,,,*,SDSS J090016+430118,,,,,,,,,,,159621350689296763,135.06887302,43.02169462,0.005,0.003,0.0,503636096,60,56285.53657407,10,75,18.8848,0.0149,19.0277,0.0298,115000,18.2549,0.0229,18.2891,0.0144,115000,17.3047,0.0368,17.4088,0.0402,115000,16.998,0.0156,17.0832,0.0136,115000,16.7982,0.0218,16.8436,0.0311,115000,0.348664
481,8448,,Lyn,136.21704166666666,44.04872222222222,3.3E-4,0.0039,-0.02423,0.00389,2001.888,177,42,CV,,,,,19.4,s,,,,,2006-22,,2006-22,2004-45,,,,A9999-99,,,2004-45,S,,,,,SDSS J090452+440255,,,,,,,,,,,160851362170459109,136.21704913,44.04867872,0.004,0.004,90.0,436527104,52,56319.33532407,5,77,19.372,0.0154,19.4708,0.0179,115000,19.4527,0.0185,19.5398,0.0263,115000,19.6622,0.0077,19.7946,0.0269,115000,19.7886,0.0171,19.8893,0.0502,115000,19.8412,0.07,20.0017,0.1484,115000,0.157794
475,8289,,UMa,135.26641666666666,48.15308333333333,-0.0026,0.0039,-0.01328,0.00389,2001.142,171,41,CV,,,,,19.3,s,,,,,2006-22,,2006-22,2003-22,,,,A9999-99,,,2003-22,S,,,,,SDSS J090103+480911,,,,,,,,,,,165781352664534350,135.26644102,48.1530099,0.007,0.005,0.0,436527248,52,56146.23412037,5,83,20.0123,0.0546,20.0909,0.0534,115000,19.7238,0.0318,19.7713,0.0444,115000,19.6322,0.0534,19.7388,0.0641,115000,19.1753,0.033,19.2569,0.0516,115000,19.0391,0.054,19.0687,0.0362,115000,0.270753
490,7867,,DI UMa,138.06745833333332,50.898305555555545,0.01499,0.0039,-0.01714,0.00389,2001.285,167,43,UGSU,0.054564,,,,15.2,V,,18.0,,V,2006-22,,2006-22,1996-30,,,,1959-01,,,1992-01,S,,,1999-63,,NSV 4407/S 5305,,,,,,,,,,,169071380675608685,138.06756964,50.89825826,0.002,0.002,90.0,503636096,60,56195.68574074,5,98,17.6473,0.0327,17.7605,0.027,115000,17.4837,0.1253,17.6171,0.1275,115000,17.6431,0.0506,17.7105,0.0507,115000,17.1401,0.1804,17.1988,0.1522,115000,17.6621,0.0773,17.6756,0.0541,115000,0.304728
451,7872,,EI UMa,129.591625,48.63391666666666,0.002,0.00268,-0.004,0.00268,2000.906,171,37,UG,0.2681,,,,13.4,p,,14.9,,p,2006-22,,2006-22,1995-41,,,,1982-06,,,1986-05,S,,,1986-05,,PG 0834+488,U,,,1,,E,R,,A,,166361295916421407,129.59163146,48.63392289,0.004,0.002,0.0,235200512,28,56060.10405093,10,64,14.5337,0.0027,14.6124,0.0052,98616,14.3907,0.0901,14.5394,0.0299,115000,14.6447,0.0457,14.7115,0.0442,115000,14.7886,0.0616,14.8358,0.051,115000,14.7009,0.0804,14.8206,0.0699,115000,0.027169
452,8067,,UMa,129.6884583333333,49.18205555555555,0.00338,0.0039,-0.01293,0.00389,2000.259,170,37,CV,,,,,19.6,s,,,,,2006-22,,2006-22,2002-05,,,,A9999-99,,,2002-05,S,,,,,SDSSp J083845+491055,,,,,,,R,,,,167011296884869103,129.68844909,49.18197705,0.011,0.007,90.0,436527232,52,56367.61268519,10,72,18.7003,0.0083,14.9401,0.0044,115000,18.3585,0.0776,18.4614,0.0822,115000,18.4769,0.0445,18.5984,0.0335,115000,18.4488,0.0642,18.5464,0.0607,115000,18.3319,0.091,18.2452,0.0664,115000,0.283456
509,7881,,UMa6,143.06175,49.84855555555555,3.2E-4,0.0039,-0.00388,0.00389,2002.022,168,46,NL,0.41838,,,,16.3,V,,,,,2006-22,,2006-22,1990-25,,,,1990-25,,,1997-07,S,,,1999-78,,1H 0928+500,,,,1,,,R,,,,167811430617888938,143.06179344,49.84851645,0.007,0.004,0.0,503636160,60,56360.38706019,5,79,16.5285,0.0053,16.602,0.0116,115000,16.0945,0.063,16.1099,0.0443,115000,16.3221,0.0067,16.3931,0.0057,115000,16.2874,0.0213,16.3409,0.0208,115000,16.3414,0.0211,16.3966,0.0201,115000,0.173168
495,8599,*,UMa,139.8985833333333,50.473638888888885,-8.8E-4,0.0039,-0.01716,0.00389,2001.142,168,44,CV,,,,,19.9,s,,,,,2006-22,,2006-22,2005-32,,,,A9999-99,,,2005-32,S,,*,,,SDSS J091935+502825,,,,,,,,,,,168561398986319147,139.89860456,50.47362492,0.104,0.009,0.0,512024576,61,56021.49938657,8,76,18.6009,0.0368,18.4228,0.0312,16892216,18.1102,0.0181,17.9002,0.0246,16892216,17.5443,0.0217,17.3135,0.0261,16793912,17.5104,0.1124,17.5674,0.1012,16892216,17.4563,0.0428,17.5114,0.0842,115000,0.069958
515,8450,,UMa,145.85791666666665,52.02463888888888,0.00136,0.0039,-0.00386,0.00389,2001.285,164,47,CV,,,,,16.5,s,,,,,2006-22,,2006-22,2004-45,,,,A9999-99,,,2004-45,S,,,,,SDSS J094325+520128,,,,,,,R,,,,170431458578630259,145.8578449,52.02465245,0.014,0.009,90.0,436527232,52,56021.24283565,5,66,19.1566,0.1729,19.2463,0.125,115000,19.2286,0.1,19.2811,0.0603,115000,19.319,0.0554,19.3668,0.0658,115000,18.6641,0.1862,18.6771,0.1665,115000,18.5515,0.0522,18.5764,0.0907,115000,0.166302
438,7368,*,BH Lyn,125.65016666666665,51.09016666666666,-0.01009,0.0039,-0.01056,0.00389,2000.262,168,35,VY,0.155875,,,,14.5,V,,17.2,,V,2006-22,,2006-22,1995-41,,,,1982-06,,,1991-03,S,,,1997-48,,PG 0818+513,,H,,,,,,,,,169301256501878838,125.65013659,51.09010626,0.003,0.002,0.0,503636096,60,56084.62814815,5,64,15.2389,0.0062,15.2784,0.0091,115000,15.1768,0.049,15.2401,0.0822,115000,15.0757,0.0274,15.1333,0.0244,115000,15.1594,0.0202,15.2232,0.022,115000,15.1416,0.0588,15.1508,0.0426,115000,0.22785
447,7857,*,SW UMa,129.17808333333332,53.47724999999999,-0.02615,0.0039,0.00848,0.00389,2000.336,165,37,UGSU/DQ,0.056815,,,,9.0,V,,17.0,,V,2006-22,,2006-22,1987-20,/,1994-46,,1983-12,,,1983-12,S,,,1988-23,,44.1909,U,H,,,,E,R,,,,172171291780073392,129.17792872,53.4772393,0.005,0.002,0.0,503636096,60,56206.96863426,5,92,16.5632,0.0498,16.6226,0.0428,115000,16.273,0.0703,16.3755,0.0413,115000,16.4422,0.0329,16.5054,0.0328,115000,16.2937,0.0372,16.3372,0.029,115000,16.6115,0.0185,16.6964,0.0265,115000,0.333493
423,8079,*,Lyn,122.23074999999999,56.250694444444434,,,,,,,,non-CV,,,,,,,,,,,,,,2002-22,*,,,,,,,,,,,,SBS 0804+563,,,,,,,,,,,175501222306691822,122.23069155,56.2509065,0.006,0.004,0.0,436527104,52,56148.46219907,5,86,17.5346,0.0036,17.5965,0.0036,115000,17.9392,0.0049,18.0184,0.0072,115000,18.2941,0.0038,18.3909,0.0073,115000,18.5466,0.0124,18.6466,0.019,115000,18.7425,0.0421,18.8025,0.0781,115000,0.772299
465,7862,*,BZ UMa,133.43404166666664,57.81127777777777,0.02737,0.0039,-0.01593,0.00389,2000.262,159,39,UGSU,0.06799,,,,10.2,V,,15.9,,V,2006-22,,2006-22,1994-37,,,,1987-04,,,1989-06,S,,,1994-37,,PG 0849+580,U,H,,1,,,R,,,,177371334342024181,133.43425312,57.8112083,0.012,0.01,90.0,503636096,60,56326.89457176,5,95,16.1956,0.0137,16.2682,0.0145,115000,16.1412,0.1006,16.1965,0.1047,115000,16.3497,0.0497,16.4054,0.0525,115000,16.0972,0.1018,16.0793,0.0896,115000,15.9143,0.072,15.9094,0.0525,115000,0.476449
528,8012,*,KR UMa,150.36579166666664,55.8911111111111,,,,,,,,non-CV,,,,,,,,,,,,,,2002-10,*,,,,,,,,,,,,standard 5 for QSO,,,,,,,,,,,175071503655870159,150.36552282,55.89120912,0.005,0.002,0.0,503635968,60,56141.17300926,5,87,15.0549,0.0024,15.1189,0.0021,115000,14.4437,0.0028,14.4966,9.0E-4,115000,14.198,0.0027,14.2522,0.0018,115000,14.1246,0.0014,14.1659,0.0015,115000,14.0478,0.0028,14.0579,0.0048,115000,0.647344
524,8431,,UMa,147.89666666666665,60.49433333333332,-0.00219,0.0039,-0.01154,0.00389,2000.26,152,45,CV,,,,,20.0,s,,,,,2006-22,,2006-22,2004-45,,,,A9999-99,,,2004-45,S,,,,,SDSS J095135+602939,,,,,,,,,,,180591478966623974,147.8967131,60.49433466,0.017,0.009,90.0,436527104,52,56196.59679398,5,54,20.2118,0.0248,20.2782,0.0545,115000,20.3128,0.0175,20.2632,0.0631,115000,20.4489,0.0284,20.5049,0.0499,115000,20.5429,0.0346,20.655,0.0439,115000,20.0791,0.1813,,,115000,0.082466
576,7878,*,FH UMa,161.791375,63.586972222222215,,,,,,143,48,AM,,,,,19.4,V,,,,,ICRS,,,1995-10,,,,1995-10,,,1995-10,S,,,,*,UMa9; WGA 1047+6335,,,,,,,R,,,,184301617912895307,161.79132999,63.58706651,0.026,0.017,0.0,436527232,52,55736.89299769,10,34,19.8064,0.1971,19.9122,0.1957,115000,21.2415,0.0899,20.7697,0.1986,115000,20.0013,0.0513,20.0677,0.0942,115000,20.4958,0.142,,,115000,,,,,114720,0.347005
625,8280,*,Dra,176.61999999999998,67.98599999999999,-0.0079,0.0039,1.5E-4,0.00389,2000.32,132,48,CV/UG:,,,,,18.8,s,,,,,2006-22,,2006-22,2003-22,,,,A9999-99,,,2003-22,S,,,,*,SDSS J114628+675910,,,,,,,R,,,,189581766198223972,176.6199119,67.98597941,0.019,0.011,0.0,436527232,52,56316.00861111,10,71,18.4311,0.0477,18.5403,0.0661,115000,18.6286,0.0765,18.5628,0.0809,115000,18.3582,0.0257,18.4932,0.0403,115000,18.3688,0.0529,18.4913,0.0657,115000,18.4688,0.0411,18.5468,0.0905,115000,0.140098
531,7882,,LN UMa,151.14429166666665,66.4873611111111,,,,,,144,43,VY,0.1444,,,,15.1,V,,15.4,,V,ICRS,,,1998-31,,,,1986-06,,,1993-10,S,,,1998-31,,PG 1000+667,U,,,,,,,,,,187781511446955748,151.14467992,66.48750785,0.005,0.003,0.0,503636160,60,56253.27697917,5,91,15.3723,0.0082,15.4218,0.0077,115000,15.2682,0.011,15.3422,0.0117,115000,15.3239,0.0047,15.3926,0.0037,115000,15.3454,0.0068,15.413,0.0119,115000,15.4105,0.0134,15.4714,0.0178,115000,0.768112
534,7864,,CH UMa,151.752875,67.5464722222222,-0.001,0.005,-0.0076,0.005,2000.0,143,43,UG,0.343184,,,,10.7,V,,15.3,,V,1987-28,,1987-28,1987-04,,,,1987-04,,,1987-05,S,,,2004-01,,PG 1003+678,,,,,,,R,,,,189051517530376577,151.75300444,67.5464957,0.004,0.003,90.0,503636096,60,56120.61927083,15,64,15.2707,0.0889,15.3144,0.0852,115000,14.8268,0.0403,14.895,0.0183,115000,14.4414,0.0123,14.5169,0.0152,115000,14.1428,0.0175,14.214,0.0183,115000,14.0918,0.0077,14.1114,0.0136,115000,0.197025
622,7193,*,DO Dra,175.91041666666663,71.68908333333333,0.014,0.002,0.014,0.004,2000.0,130,45,DQ,0.165374,,,,10.6,B,,16.7,,B,2003-115,,2003-115,1991-21,,,,1986-13,,,1983-12,S,,,1997-47,,YY Dra?,U,H,,1,2,,R,,A,,194021759104447688,175.91056069,71.68909448,0.006,0.003,90.0,503636096,60,56246.53134259,5,73,15.8533,0.1111,15.9284,0.1641,115000,15.5685,0.1083,15.6473,0.1351,115000,14.7509,0.0459,14.8387,0.045,115000,14.233,0.0098,14.2569,0.0213,115000,14.0986,0.0101,14.1619,0.0221,115000,0.167764
548,7865,,CI UMa,154.55466666666663,71.92894444444444,0.0156,0.005,0.0121,0.005,2000.0,138,41,UGSU,0.06,,,,13.8,p,,18.8,,V,1987-28,,1987-28,1997-59,,,,1987-04,,,1989-06,S,,,1990-37,,SVS 1755,,,,,,,R,,,,194311545541865118,154.55418184,71.92860738,0.004,0.003,90.0,436527232,52,56229.01521991,10,79,18.8255,0.0429,18.884,0.0581,115000,18.8524,0.0485,18.9748,0.0518,115000,18.5208,0.028,18.618,0.0407,115000,18.5608,0.1296,18.6174,0.0991,115000,18.2008,0.0572,18.3495,0.1132,115000,1.328739
541,7190,*,CP Dra,153.91583333333332,73.43475,-0.01,0.001,-0.016,0.0,2000.0,136,39,UGSU,,,,,14.3,p,,20.0,,p,2003-115,,2003-115,2001-12,,,,1987-04,,*,1990-09,S,,,,*,,,,,,,,,,,,196121539162892424,153.91597617,73.43469564,0.03,0.025,90.0,436527104,52,56549.34559028,10,81,20.0553,0.054,20.2307,0.0862,115000,19.8637,0.0342,19.9399,0.0756,115000,19.9429,0.0293,19.9966,0.0523,115000,19.5325,0.0903,19.539,0.2212,115000,19.4452,0.0426,19.6008,0.1624,115000,0.24452
410,6922,*,Cam,119.85983333333331,59.89766666666666,-0.018,0.002,-0.004,0.003,2000.0,157,32,CV,,,,,17.5,p,,19.8,,V,2003-115,,2003-115,1998-28,,,,A9999-99,,*,1999-18,S,:,,,,SBS 0755+600,,,,,,,,,,,179871198599017831,119.85988582,59.89751582,0.01,0.007,0.0,503636096,60,56412.85387731,5,95,18.7744,0.1063,18.8339,0.0853,115000,20.3506,0.0297,20.3279,0.0674,115000,18.5736,0.045,18.6781,0.0395,115000,18.9113,0.0246,18.987,0.0429,115000,18.7684,0.1039,18.6974,0.1018,115000,0.551255
407,6923,,HT Cam,119.25570833333332,63.10049999999999,,,,,,153,31,UG/DQ,0.059712,,,,11.9,p,,18.2,,B,ICRS,,,2002-06,/,1998-06,,1998-23,,,1998-06,S,,,2002-55,,RX J0757.0+6306,,,,,,,R,,,,183721192554571383,119.25556633,63.1005428,0.005,0.002,0.0,503636096,60,56245.755625,5,96,16.645,0.0201,16.7068,0.0141,115000,16.7238,0.038,16.7819,0.0285,115000,16.7947,0.0171,16.8693,0.0158,115000,16.7817,0.0212,16.7335,0.0342,115000,16.8192,0.0166,16.869,0.029,115000,0.27791
429,7856,,SU UMa,123.11779166666665,62.606222222222215,0.011,0.005,-0.0257,0.005,2000.0,154,33,UGSU,0.07635,,,,11.2,V,,15.0,,V,1987-28,,1987-28,1987-20,,,,1987-04,,,1987-05,S,,,1986-26,,PG 0808+627,U,,,1,2,E,R,,A,,183121231177928144,123.11784651,62.60612917,0.005,0.004,90.0,906289152,108,56189.02226852,5,108,13.14,,,,114724,12.894,,,,114724,12.744,,,,114724,12.656,,,,114724,14.6638,0.0695,14.6965,0.0753,115000,0.347087
365,6926,*,LW Cam,106.04158333333332,62.0578611111111,,,,,,154,25,AM,0.067547,,,,17.0,V,,20.0,,V,ICRS,,,2001-75,,,,2001-75,,*,2001-75,S,,,2001-75,,RX J0704.2+6203,,,,,,,R,,,,182471060417990068,106.0418478,62.05777293,0.023,0.012,90.0,503636096,60,56272.67407407,5,78,20.7623,0.0401,20.7623,0.0446,115000,20.2757,0.0338,20.3739,0.0482,115000,19.6017,0.0149,19.7015,0.0181,115000,18.6599,0.0635,18.6977,0.0529,115000,18.6539,0.0633,18.7115,0.0434,115000,0.547544
374,6920,,HS Cam,109.81037499999998,65.96249999999999,,,,,,150,27,AM,0.06821,,,,17.0,v,,,,,ICRS,,,1997-08,,,,1997-08,,,1997-08,S,,,1999-79,,RX J0719.2+6557,,,,,,,R,,,X,187151098104385462,109.81051269,65.96227082,0.014,0.013,90.0,436527248,52,56417.26326389,10,66,20.084,0.0468,20.117,0.0521,115000,19.2784,0.0702,19.2807,0.0625,115000,19.1155,0.0847,19.1095,0.147,115000,19.3822,0.0472,19.4528,0.0581,115000,18.9076,0.053,18.9928,0.0744,115000,0.849395
343,6925,*,Cam,99.09516666666666,65.90422222222222,0.006,0.004,-0.008,0.001,2000.0,149,23,CV:,,,,,19.7,V,,,,,2003-115,,2003-115,1998-12,,,,1998-23,,*,1998-12,S,:,,,,RX J0636.3+6554,,,,,,,R,,,,187080990954855711,99.09547252,65.90410081,0.014,0.009,0.0,503636096,60,55976.17165509,5,53,19.8978,0.0228,20.0778,0.0053,115000,20.1218,0.0336,20.1184,0.0581,115000,19.8372,0.0303,20.0126,0.0398,115000,19.3277,0.0498,19.4412,0.0529,115000,18.8808,0.0742,18.6822,0.0666,115000,0.626991
386,8424,,Cam,113.42220833333332,67.53772222222221,0.004,0.0,-0.004,0.001,2000.0,148,29,NL,0.133619,,,,15.0,B,,18.4,,B,2003-115,,2003-115,2004-38,,,,2004-38,,,2004-38,S,,,2004-38,,HS 0728+6738,,,,,,,,,,,189041134226275936,113.42262743,67.53764186,0.004,0.002,0.0,503636096,60,56422.21649306,5,79,16.0746,0.0781,16.1176,0.0931,115000,15.8609,0.0339,15.8779,0.0232,115000,15.8687,0.0209,15.9333,0.0214,115000,15.4077,0.0927,15.4676,0.097,115000,15.6532,0.0807,15.7514,0.0912,115000,0.644979
339,6914,*,BZ Cam,97.39166666666665,71.07619444444444,0.0037,0.003,-0.0426,0.003,1986.16,144,-24,VY,0.153693,,,,12.5,B,,14.1,,B,1999-103,,1999-103,1995-41,,,,1983-12,,,1983-12,S,,,1996-55,,0623+71,U,H,,,,,R,,,,193290973912932786,97.39147164,71.07665521,0.02,0.007,0.0,503635968,60,56046.02702546,5,80,12.8345,0.0235,12.8696,0.0229,115000,13.3738,0.0023,13.1459,0.0778,16892984,13.0075,0.045,13.0636,0.063,16892216,12.8479,0.0149,12.8873,2.0E-4,115000,13.3297,0.1012,13.325,0.0876,115000,1.674311
337,6927,*,Cam,96.31741666666666,73.57755555555555,,,,,,141,24,DQ,0.196643,,,,14.8,B,,,,,ICRS,,,2003-16,,,,2003-16,,,1999-16,S,,,2005-110,,1RXS J0625+7334,,H,,,,,R,,,,196290963176933822,96.317722,73.5775373,0.003,0.002,0.0,503636096,60,56284.44532407,10,73,15.0201,0.0345,15.0767,0.0341,115000,14.8472,0.0283,14.9118,0.0287,115000,15.0454,0.0308,15.0898,0.0311,115000,14.8701,0.0234,14.9351,0.0214,115000,15.017,0.0194,15.0474,0.0342,115000,0.317636
323,6917,,Cam1,90.00841666666665,77.8586111111111,,,,,,136,24,CV:,,,,,18.5,v,,,,,ICRS,,,1995-12,,,,A9999-99,,,,,,,,,FBS 0552+779,,,,,,,,,,,201430900083931255,90.00847129,77.85869125,0.009,0.007,90.0,503635968,60,56219.67328704,5,76,17.7672,0.0067,17.8335,0.0118,115000,17.1971,0.0065,17.3051,0.0093,115000,16.9773,0.003,17.0656,0.0065,115000,16.8793,0.0037,16.9705,0.006,115000,16.7843,0.0095,16.8966,0.0227,115000,0.29145
441,6911,,Z Cam,126.30491666666664,73.11088888888888,-0.0081,0.002,-0.018,0.0021,2000.0,141,32,UGZ,0.289841,,,,10.5,v,,14.8,,v,2000-110,,2000-110,1987-20,,,,1983-12,,,1983-12,S,,,1995-68,,183.1904,U,,,,2,E,R,,A,,195731263048733777,126.30488197,73.11084031,0.021,0.019,0.0,604299264,72,56123.15969907,10,82,11.975,,,,98404,11.852,,,,65636,11.871,,,,98404,11.935,,,,98404,11.977,,,,114788,0.178609
443,6919,*,Cam3,128.19029166666664,73.6188611111111,,,,,,,,non-CV,,,,,,,,,,,,,,2000-35,*,,,,,,,,,,,,FBS 0827+738,,,,,,,,,,,196341281900863363,128.19018168,73.61879316,0.004,0.004,0.0,503635968,60,56433.89418981,5,94,16.631,0.0013,16.6825,0.0032,115000,16.2298,0.0032,16.2924,0.0019,115000,16.0986,0.0027,16.1596,0.0021,115000,16.0733,0.0042,16.1494,0.005,115000,16.0585,0.0032,16.1544,0.0079,115000,0.268907
399,7896,,UMi,117.40970833333331,88.7413611111111,-0.002,0.001,0.004,0.0,2000.0,124,27,CV,,,,,15.0,v,,,,,2003-115,,2003-115,1996-18,,,,A9999-99,,,,,,,,,FBS 0657+888,,,,,,,,,,,214491174092010581,117.40666879,88.74135049,0.042,0.026,0.0,503635968,60,56082.08361111,5,49,15.3773,0.0035,15.4221,0.0031,115000,14.7688,0.0033,14.8141,8.0E-4,115000,14.4829,0.0046,14.5285,0.0024,115000,14.358,0.0037,14.3911,0.0057,115000,14.2443,0.0022,14.278,0.007,115000,0.243379
774,8298,,Vir,221.7498333333333,2.8917777777777776,0.00297,0.0039,-0.00856,0.00389,2000.342,357,53,NL,,,,,18.2,s,,,,,2006-22,,2006-22,2003-22,,,,A9999-99,,,2003-22,S,,,,,SDSS J144659+025330,,,,,,,R,,,,111472217498470565,221.74982565,2.8917435,0.014,0.008,90.0,436527232,52,56077.96954861,5,52,17.9435,0.0497,17.9919,0.0549,115000,17.8953,0.0391,17.9822,0.0203,115000,17.9558,0.0438,18.0443,0.024,115000,17.7816,0.0488,17.9796,0.0431,115000,17.7056,0.0592,17.9559,0.0556,115000,0.126454
