recno,uid,R,GCVS,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Epoch,GLON,GLAT,VarType,Per,OutDate,Cl,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,u_Minmag,n_Minmag,ref(Coo),f_ref(Coo),ref(pm),ref(CV),f_ref(CV),ref(CV)2,f_ref(CV)2,ref(Cha),u_ref(Cha),n_ref(Cha),ref(Sp),n_ref(Sp),u_ref(Sp),f_ref(Sp),ref(Per),f_ref(Per),Names,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,objID,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch_x,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
645,8018,,Vir,182.52224999999999,-2.928861111111111,-0.02877,0.0039,-0.01743,0.00389,2000.115,283,58,UG,,,,,20.7,b,,,,,2006-22,,2006-22,2002-01,,,,A9999-99,,,2001-49,S,,,,,2QZ J121005.3-025543,,,,,,,,,,,104481825221615798,182.52216085,-2.92890474,0.016,0.016,90.0,436527232,52,55916.92077546,5,42,20.8804,0.0212,20.9558,0.0709,115000,20.8498,0.0599,20.8659,0.0621,115000,21.0464,0.0803,21.1712,0.1331,115000,20.7044,0.2393,,,115000,,,,,114720,0.356935
624,7909,,TW Vir,176.33816666666664,-4.434944444444444,0.0072,0.0026,-0.0231,0.0028,2000.0,274,55,UG,0.18267,,,,12.1,v,,16.3,,v,2004-105,,2004-105,1987-20,,,,1982-03,,,1983-12,S,,,1983-24,,PG 1142-041,U,,,,2,,R,,,,102671763382468442,176.33826374,-4.43503576,0.009,0.008,0.0,503636096,60,56022.35202546,5,58,16.4457,0.0296,16.4491,0.0218,115000,16.3837,,,,115000,15.2136,0.3478,,,115000,15.7126,0.017,15.7811,0.0139,115000,15.5122,0.02,15.5949,0.0183,115000,0.479022
640,7918,*,Vir,179.84179166666664,-4.023999999999999,,,,,,,,non-CV,,,,,,,,,,,,,,1994-49,*,,,,,,,,,,,,PG 1156-037,,,,,,,,,,,103171798418081444,179.84177222,-4.02411756,0.005,0.005,90.0,503635968,60,55958.92349537,5,80,13.251,,,,114724,13.5991,0.0015,13.6359,0.0,16892216,13.9571,0.003,13.9978,0.0019,115000,14.2251,0.0024,14.2716,0.0016,115000,14.3935,0.006,14.4285,0.0034,115000,0.428939
710,7921,*,Vir,199.41366666666664,-12.547722222222221,,,,,,,,non-CV,,,,,,,,,,,,,,1994-49,*,,,,,,,,,,,,PG 1315-123,,,,,,,,,,,92941994134642963,199.41339069,-12.54789261,0.045,0.012,0.0,503635968,60,56070.0100463,5,62,15.1465,0.0049,15.1708,0.0045,115000,15.1765,0.0025,15.2114,0.0022,115000,15.244,0.0035,15.2737,0.0052,115000,15.3161,0.0023,15.3276,0.0031,115000,15.3312,0.0046,15.3394,0.005,115000,1.147493
745,7917,*,Vir3,211.50741666666664,-11.309083333333332,,,,,,,,non-CV,,,,,,,,,,,,,,1994-07,*,,,,,,,,,,,,PG 1403-111,,,,,,,,,,,94422115071519592,211.50713782,-11.30896206,0.005,0.005,0.0,503636096,60,55848.46716435,5,71,15.625,0.0043,15.6718,0.0041,115000,15.4051,0.0061,15.4483,0.0059,115000,15.3194,0.0048,15.3833,0.0047,115000,15.2768,0.0064,15.3566,0.0032,115000,15.2571,0.0035,15.304,0.0022,115000,1.076831
736,7910,*,HS Vir,205.91020833333332,-8.234444444444444,-0.0066,0.005,0.0081,0.005,2000.0,324,52,UGSU,0.0769,,,,13.0,B,,16.6,,V,1987-28,,1987-28,1995-33,,,,1982-06,,,1989-06,S,,,,*,PG 1341-079,,,,,,,,,,,98112059101479132,205.91011869,-8.23439606,0.004,0.002,90.0,503635968,60,56148.31916667,5,59,15.9066,0.0463,15.9735,0.0554,115000,15.0491,0.1202,15.0997,0.1249,115000,15.2109,0.0267,15.2635,0.0292,115000,15.7521,0.1293,15.8026,0.1434,115000,15.7386,0.0498,15.8354,0.1096,115000,0.363798
756,8021,*,Vir,216.1622083333333,-2.4609166666666664,-0.0026,0.0039,-0.00561,0.00389,2001.452,344,53,AM,,,,,19.5,b,,,,,2006-22,,2006-22,2002-01,,,,A9999-99,,*,2001-49,S,,,,*,2QZ J142438.9-022739,,,,,,,,,,,105042161621937319,216.16216079,-2.460918,0.005,0.002,90.0,436527232,52,56161.33114583,5,71,18.548,0.0294,18.6161,0.0292,115000,18.5278,0.0608,18.5123,0.0759,115000,17.7319,0.1023,17.8228,0.1034,115000,17.6486,0.1199,17.7195,0.1171,115000,16.8553,0.0558,16.8579,0.0532,115000,0.171066
754,8020,*,Vir,215.73466666666664,-2.3522222222222218,0.00818,0.0039,-9.5E-4,0.00389,2001.392,343,53,AM,,,,,19.5,b,,,,,2006-22,,2006-22,2002-01,,,,A9999-99,,,2001-49,S,,,,*,2QZ J142256.3-022108,,,,,,,,,,,105172157346347798,215.73465419,-2.35222692,0.007,0.005,0.0,436527296,52,56090.88068287,5,61,19.8569,0.0755,19.9022,0.0817,115000,20.0225,0.3833,,,115000,18.5755,0.0134,18.6684,0.0157,115000,19.3037,0.0582,19.449,0.0744,115000,18.6487,0.1052,18.8399,0.0898,115000,0.047959
762,8156,*,Vir,217.6642083333333,-2.1003055555555554,0.00678,0.0039,0.00273,0.00389,2001.452,346,52,CV::,,,,,19.8,B,,,,,2006-22,,2006-22,2001-109,*,,,A9999-99,,,2001-109,X,,,,,SN 2001bn,,,,,,,,,,,105472176642189995,217.6642168,-2.10030569,0.007,0.005,90.0,436527296,52,56125.37248843,5,62,19.565,0.0774,19.6422,0.093,115000,19.6988,0.0157,19.7639,0.0397,115000,19.6418,0.0346,19.6389,0.0426,115000,19.3029,0.0488,19.4149,0.0534,115000,19.3986,0.0636,19.3958,0.0722,115000,0.030463
764,7912,*,OU Vir,218.75091666666663,-0.7684166666666665,5.9E-4,0.0039,-0.01241,0.00389,1999.216,349,53,UGSU,0.07273,,,,14.5,p,,18.5,,j,2006-22,*,2006-22,2000-39,*,,,A9999-99,,,1992-13,S,,,2004-34,,Vir4/1432-0033,,,,,,,,,,,107072187509788310,218.75095508,-0.76845699,0.005,0.003,0.0,436527232,52,56067.00113426,5,87,18.4028,0.0199,18.4856,0.0156,115000,18.0625,0.0167,18.1342,0.0145,115000,18.1642,0.0527,18.264,0.0456,115000,17.5712,0.0579,17.9513,0.0447,115000,17.817,0.0842,17.9525,0.0749,115000,0.200481
757,8827,,Vir,216.75662499999996,-1.3861944444444443,-0.01964,0.0039,0.02581,0.00389,2001.392,346,53,IBWD,0.02539,,,,15.1,R,,20.4,,R,2006-22,,2006-22,2005-65,,,,2004-77,,,2004-77,S,,,2005-65,,2QZ J142701.6-012310,,,,,,,,,,,106332167566366955,216.7565653,-1.38618876,0.02,0.015,90.0,436527104,52,56079.6894213,5,46,20.288,0.0192,20.4385,0.0204,115000,20.5213,0.0262,20.6509,0.0445,115000,20.5946,0.0381,20.6954,0.0564,115000,20.7498,0.0236,20.5915,0.1465,115000,,,,,114720,0.215829
758,8550,,Vir,217.1393333333333,0.5168055555555555,-0.03729,0.0039,-0.00238,0.00389,1999.216,348,55,CV,,,,,19.7,b,,,,,2006-22,,2006-22,2004-77,,,,2004-77,,,2004-77,S,,,,,2QZ J142833.5+003100,,,,,,,,,,,108622171392860603,217.13916764,0.51680346,0.019,0.006,90.0,436527248,52,55893.37365741,5,66,19.6223,0.0252,19.7316,0.0279,115000,19.6664,0.0123,19.801,0.013,115000,19.7638,0.0205,19.9053,0.0282,115000,19.5329,0.0219,19.6084,0.037,115000,19.5731,0.0603,19.5129,0.0536,115000,0.596519
744,8019,,Vir,210.84149999999997,-1.780611111111111,,,,,,337,56,CV:,,,,,20.5,b,,,,,ICRS,,,2001-49,,,,A9999-99,,,2001-49,S,,,,,2QZ J140321.8-014651,,,,,,,,,,,105862108413873516,210.84131477,-1.78073003,0.017,0.016,0.0,436527248,52,56039.58575231,5,61,20.7255,0.0404,20.8154,0.0425,115000,20.5639,0.0373,20.4608,0.0539,115000,20.3994,0.017,20.4614,0.0552,115000,20.3785,0.0578,20.4423,0.1047,115000,19.9226,0.0872,,,115000,0.792153
674,8391,,Vir,190.24179166666664,-1.988694444444444,9.3E-4,0.0039,-0.00508,0.00389,2000.169,298,61,IBWD,0.025941,,,,19.7,b,,,,,2006-22,,2006-22,2004-02,,,,A9999-99,,,2004-02,S,,,2005-61,,SDSS J124058-015919,,,,,,,,,,,105611902418394071,190.24176812,-1.98868899,0.006,0.005,90.0,436527232,52,55904.15366898,10,69,19.5492,0.0092,19.6161,0.0135,115000,19.7248,0.0152,19.7969,0.0363,115000,20.0057,0.0124,20.0689,0.0197,115000,20.0662,0.02,20.1906,0.0682,115000,19.985,0.0603,20.0132,0.0948,115000,0.086963
716,7911,*,HV Vir,200.26316666666665,1.8914166666666663,0.0182,0.0039,-0.00657,0.00389,2000.339,320,64,UGWZ,0.057069,1929.0,,,11.5,V,,19.0,,V,2006-22,,2006-22,1992-08,*,,,1987-08,:,,1992-08,X,:,,2003-81,,NSV 6201,,H,,,,,R,,,,110272002632390111,200.26323743,1.89136976,0.015,0.013,90.0,436527248,52,56104.20783565,5,62,19.1819,0.0154,19.2545,0.0196,115000,19.2013,0.0152,19.2055,0.0271,115000,19.2999,0.0098,19.3697,0.0176,115000,19.2028,0.0262,19.3082,0.0355,115000,19.2057,0.0311,19.2393,0.0531,115000,0.305517
687,8068,,Vir,194.17241666666663,-1.981083333333333,,,,,,306,61,CV,,,,,20.1,s,,,,,ICRS,,,2002-05,,,,A9999-99,,,2002-05,S,,,,,SDSSp J125641-015852,,,,,,,,,,,105621941721383071,194.17205168,-1.98103625,0.029,0.024,0.0,436527104,52,55959.75665509,5,42,20.5418,0.0245,20.5707,0.0458,115000,20.5723,0.028,20.6366,0.0538,115000,20.7081,0.0229,20.7678,0.0335,115000,20.7287,0.0684,20.7876,0.1002,115000,20.6944,0.1854,,,115000,1.324061
692,7920,*,Vir,195.10629166666664,0.7581944444444444,,,,,,,,non-CV,,,,,,,,,,,,,,1994-49,*,,,,,,,,,,,,PG 1257+010,,,,,,,,,,,108911951064040395,195.10638106,0.75829689,0.005,0.003,90.0,503635968,60,56057.00715278,5,63,15.7125,0.0025,15.7561,0.0026,115000,15.8519,0.0027,15.9226,0.0049,115000,15.9767,0.003,16.0339,0.0019,115000,16.0433,0.0051,16.1161,0.006,115000,16.0904,0.0057,16.166,0.0099,115000,0.489453
695,8042,,Vir,196.17399999999998,1.0585555555555555,,,,,,310,64,UG,,,,,20.7,b,,,,,2002-01,,,2002-01,,,,2004-77,,,2002-01,S,,,,,2QZ J130441.7+010330,,,,,,,,,,,109271961739120672,196.17392182,1.05856754,0.015,0.007,90.0,436527248,52,56546.208125,5,53,20.7617,0.0447,20.8846,0.0713,115000,20.8615,0.0831,21.002,0.0492,115000,21.0086,0.0425,21.0417,0.0681,115000,20.5625,0.1191,20.6434,0.2019,115000,20.323,0.3188,19.73,0.2551,115000,0.284688
659,8549,,Vir,186.23554166666665,-0.1923333333333333,,,,,,288,62,CV:,,,,,20.7,b,,,,,2004-77,,,2004-77,,,,2004-77,,,2004-77,S,,,,,2QZ J122456.5-001133,,,,,,,,,,,107761862356339762,186.23560301,-0.19225906,0.026,0.013,90.0,436527104,52,55849.7872338,5,57,20.5614,0.0383,20.5904,0.0319,115000,20.5327,0.0516,20.3977,0.1125,115000,20.2091,0.0348,20.0629,0.0908,16892216,20.1922,0.0365,19.8424,0.0962,115000,19.8807,0.0602,19.1667,0.0684,16892216,0.346788
676,7913,*,Vir5,190.85804166666665,2.929833333333333,0.02383,0.0039,-0.0294,0.00389,2000.342,298,66,UG,,,,,16.5,V,,17.5,,V,2006-22,*,2006-22,1983-18,,,,1983-18,,,1983-18,S,,,,,1E 1240.8+0312,,,,,2,,R,,,,111511908580836162,190.85805307,2.92970213,0.004,0.003,90.0,503636096,60,55995.6849537,5,79,18.1058,0.0177,18.1778,0.0231,115000,18.004,0.0138,18.0767,0.0139,115000,17.9471,0.0283,18.0231,0.0189,115000,17.5273,0.0497,17.6202,0.0603,115000,17.5852,0.0527,17.7896,0.0474,115000,0.474108
681,8451,,Vir,192.49899999999997,3.957388888888888,0.01706,0.0039,-1.2E-4,0.00389,2001.211,302,67,CV,,,,,16.6,s,,,,,2006-22,,2006-22,2004-45,,,,A9999-99,,,2004-45,S,,,,,SDSS J124959+035726,,,,,,,,,,,112741924989689309,192.49902308,3.95737661,0.004,0.003,90.0,503635968,60,55969.73898148,5,59,16.6053,0.0025,16.6586,0.0025,115000,16.6236,0.0039,16.6909,0.006,115000,16.2769,0.0025,16.3449,0.0046,115000,16.0237,0.0125,16.0706,0.0044,115000,15.8704,0.0038,15.9021,0.0104,115000,0.09394
679,8823,,Vir,192.08066666666664,7.347055555555555,,,,,,301,70,UG,,,,,16.7,c,,21.4,,s,2005-46,,,2005-46,,,,A9999-99,,,2005-46,X,:,,,,SDSS J124819+072049,,,,,,,,,,,116811920807186949,192.08067495,7.34705267,0.008,0.007,90.0,436527232,52,56132.30184028,5,55,20.8252,0.083,20.9098,0.1049,115000,21.0409,0.041,20.9093,0.0867,115000,20.8458,0.0521,20.9742,0.0877,115000,20.9015,0.077,20.9256,0.0843,115000,18.3409,0.0393,18.4837,0.028,115000,0.031346
718,8153,*,Vir,201.0482083333333,3.347361111111111,,,,,,323,65,CV,0.11,,,,22.1,s,,,,,2003-03,,,2003-03,*,,,A9999-99,,,2003-03,S,,,2005-63,,SDSS J132411+032050,,,,,,,,,,,112012010482247295,201.04817443,3.34735857,0.014,0.014,90.0,436527232,52,56007.90819444,5,42,21.4011,0.082,21.6302,0.1187,115000,20.4253,0.0365,20.4916,0.0818,115000,20.9519,0.1044,20.7451,0.2072,115000,19.6253,0.0585,19.8474,0.0943,115000,19.8884,0.0638,20.061,0.1064,115000,0.122187
730,8452,,Vir,203.91983333333332,5.122972222222222,-2.0E-4,0.0039,-0.01107,0.00389,2001.211,330,66,CV,,,,,18.5,s,,,,,2006-22,,2006-22,2004-45,,,,A9999-99,,,2004-45,S,,,,,SDSS J133540+050722,,,,,,,,,,,114142039199088037,203.91983136,5.12294345,0.007,0.004,90.0,436527328,52,56025.65521991,5,61,18.8157,0.0609,18.7902,0.0739,115000,18.9133,0.0353,19.0239,0.0307,115000,19.0703,0.0489,19.1945,0.0326,115000,19.2792,0.0217,19.3866,0.0297,115000,19.1429,0.0525,19.2866,0.0563,115000,0.103821
709,7916,*,Vir2,199.16024999999996,3.805055555555555,,,,,,,,non-CV,,,,,,,,,,,,,,1994-49,*,,,,,,,,,,,,PG 1314+041,,,,,,,,,,,112561991602316563,199.16036181,3.80513779,0.118,0.03,90.0,512024576,61,56132.32645833,5,73,15.8474,0.0123,15.7843,0.0047,16892216,16.017,0.0365,15.9399,7.0E-4,16892216,16.1733,0.0128,15.9918,0.0016,16892216,16.2605,0.0075,16.0616,0.0038,16892216,16.3032,0.0265,16.0647,0.0081,16892216,0.498947
737,6904,*,CR Boo,207.2300833333333,7.959916666666666,-0.0388,0.0058,0.0179,0.0058,2000.0,341,66,IBWD,0.017029,,,,13.0,V,,17.5,,V,2006-22,,2004-105,1995-41,,,,1986-06,,,1987-18,S,,,1997-50,,PG 1346+082,U,H,,,,E,R,,A,,117552072299882432,207.22996954,7.95996901,0.003,0.003,90.0,503636160,60,56022.54943287,5,68,16.6301,0.0416,16.6677,0.0474,115000,14.4055,0.1295,14.4555,0.1307,115000,14.9647,0.092,15.0054,0.0821,115000,15.1544,0.1417,15.1684,0.1354,115000,15.4941,0.0957,15.5445,0.1072,115000,0.447334
550,7811,*,RW Sex,154.98591666666664,-8.698916666666666,-0.0183,0.0018,-0.017,0.0012,2000.0,252,39,UX,0.24507,,,,10.4,V,,10.8,,V,2004-105,,2004-105,1987-20,,,,ABD,,,1994-07,S,,,2004-98,,BD -7 3007,U,H,,,2,E,R,,,,97561549858891621,154.98592528,-8.69868062,0.016,0.016,90.0,1409441792,168,55183.74767361,5,50,11.112,,,,114788,10.987,,,,114788,10.994,,,,114788,11.041,,,,114788,11.067,,,,114788,0.850321
569,7814,,Sex,159.94579166666665,-5.116194444444444,0.002,0.004,-0.018,0.003,2000.0,253,45,DQ,0.065597,,,,18.5,V,,,,,2003-115,,2003-115,2003-04,,,,A9999-99,,,1998-12,S,:,,2003-04,,RX J1039.7-0507,,,,,,,R,,,,101861599457740884,159.94578542,-5.11627754,0.009,0.004,0.0,503636160,60,55988.77164352,5,74,17.6142,0.0869,17.6708,0.0687,115000,17.333,0.1034,17.3849,0.0792,115000,17.8623,0.077,18.0018,0.071,115000,16.972,0.2133,17.0726,0.2052,115000,16.906,0.1315,17.0009,0.1711,115000,0.299981
609,8041,*,Leo,171.48216666666664,-0.27738888888888885,0.00453,0.0039,-0.01536,0.00389,1999.216,263,56,UG,0.0631,,,,19.6,b,,,,,2006-22,,2006-22,2002-01,,,,2004-77,,*,2002-01,S,,,2002-01,,2QZ J112555.7-001639,,,,,,,,,,,107661714820847590,171.48202299,-0.27744012,0.015,0.01,0.0,436527104,52,56194.830625,5,56,19.3589,0.0191,19.4537,0.0236,115000,19.4056,0.0168,19.5655,0.0277,115000,19.5111,0.0227,19.7083,0.0391,115000,19.2596,0.0452,19.3428,0.0509,115000,18.9981,0.0273,19.1014,0.0861,115000,0.549128
616,7333,,RZ Leo,174.34270833333332,1.8162777777777774,-0.06338,0.0039,0.0151,0.00389,2000.342,265,59,UGWZ,0.0760383,1918.0,,,11.5,V,,19.2,,V,2006-22,,2006-22,1987-08,,,,1982-03,,,1992-01,S,,,2003-81,,30.1919,,,,,,E,,,,,110181743425980065,174.34244417,1.81634479,0.005,0.003,90.0,503636096,60,56247.510625,5,67,18.7176,0.0246,18.8035,0.031,115000,18.5778,0.0542,18.6367,0.0516,115000,18.2622,0.0304,18.3534,0.0331,115000,17.8212,0.0356,17.9199,0.0288,115000,17.5459,0.0365,17.5724,0.0403,115000,0.980647
618,7330,*,T Leo,174.61179166666665,3.3686388888888885,-0.0945,0.0039,-0.06641,0.00389,2000.342,263,60,UGSU,0.05882,,,,10.0,V,,15.9,,V,2006-22,,2006-22,1987-20,,,,1982-03,,,1984-03,S,,,1984-22,,BD +4 2506a,U,H,,1,,,R,,A,X,112041746113762491,174.61138668,3.36837624,0.007,0.004,90.0,436527232,52,56236.76769676,5,63,16.1303,0.0492,16.1797,0.0279,115000,15.865,0.0108,15.9118,0.0017,115000,16.3622,0.0385,16.4119,0.0462,115000,15.8271,0.0273,15.9047,0.0233,115000,15.6572,0.1575,15.6001,0.131,115000,1.735605
597,7345,*,Leo1,166.6675833333333,1.9140277777777774,,,,,,,,non-CV,,,,,,,,,,,,,,1994-07,*,,,,,,,,,,,,PG 1104+022,,,,,,,,,,,110291666676197555,166.66759454,1.91424815,0.003,0.003,0.0,503635968,60,56330.17311343,5,83,14.5195,0.0095,14.5549,0.0045,115000,14.9169,0.0019,14.9791,0.0043,115000,15.2751,0.0033,15.3295,0.0036,115000,15.5316,0.0033,15.5885,0.0061,115000,15.6911,0.0062,15.7719,0.0079,115000,0.794364
596,7338,*,FH Leo,166.5310833333333,7.032972222222221,,,,,,,,non-CV,,,,,,,,,,,,,,2005-43,*,,,,,,,,,,,,HIP 54268,,,,,,,,,,,116441665308370131,166.53084043,7.03320243,0.001,0.001,90.0,268959744,32,56512.06907407,0,3,,,,,0,,,,,0,8.0099,0.1009,12.4651,0.0202,24,,,,,0,9.3728,0.001,10.4464,0.001,24,1.200011
539,7812,,SW Sex,153.78916666666666,-3.142527777777777,-0.0088,0.005,-0.0049,0.005,2000.0,246,42,UX,0.134938,,,,14.8,B,,16.7,,B,1987-28,,1987-28,1995-41,,,,1982-06,,,1984-04,S,,,2001-117,,PG 1012-029,U,,,,,E,,,,,104221537890809496,153.7890252,-3.14248852,0.007,0.004,0.0,503635968,60,56203.74790509,5,76,14.735,0.0366,14.7184,0.0137,115000,14.5389,0.0229,14.5807,0.02,115000,14.6617,0.0161,14.7189,0.0104,115000,14.7228,0.021,14.7606,0.0155,115000,14.7789,0.0105,14.8343,0.0138,115000,0.527788
536,8576,*,Sex,152.38416666666666,-2.031944444444444,,,,,,243,41,UGSU/WZ,,,,,14.3,r,,20.5,,p,2005-23,,,2005-24,,,,2005-23,,,2005-23,X,,,,,ROTSE3 J100932,,,,,,,,,,,105561523840142230,152.38397016,-2.03182752,0.017,0.012,0.0,436527104,52,56126.19421296,10,43,20.547,0.0125,20.6551,0.0301,115000,20.7969,0.02,20.7839,0.0538,115000,20.9189,0.0422,20.8943,0.1005,115000,20.9477,0.037,21.0796,0.0962,115000,,,,,114720,0.8228
555,8127,*,Sex,155.94866666666664,0.6447499999999999,0.00883,0.0039,-0.01815,0.00389,1999.219,243,46,DQ/AM,0.198094,,,,17.3,V,,17.8,,V,2006-22,,2006-22,2002-70,*,,,2002-70,,,2002-70,S,,,2005-45,,FIRST J102347+003841,,,,,,,,,,,108771559487124073,155.94870117,0.64465493,0.006,0.004,90.0,503636160,60,56152.23806713,5,97,18.0534,0.0139,18.0847,0.0135,115000,16.6437,0.1092,16.7147,0.1554,115000,16.3047,0.0268,16.3666,0.0346,115000,17.0889,0.0087,17.1597,0.0143,115000,17.0898,0.0312,17.1896,0.036,115000,0.364092
537,8292,,Sex,152.654375,2.820833333333333,,,,,,238,45,CV,,,,,20.8,s,,,,,2003-22,,,2003-22,,,,A9999-99,,,2003-22,S,,,,,SDSS J101037+024915,,,,,,,,,,,111381526544245386,152.65443056,2.82078584,0.052,0.05,0.0,436527104,52,56052.09408565,3,21,21.8379,0.0524,21.9356,0.0767,115000,21.3223,0.1761,21.2256,0.2659,16892216,21.7851,0.0345,21.5722,0.2453,115768,,,,,16416,,,,,16416,0.262949
510,8291,,Hya,143.1592083333333,1.1506944444444442,-0.00451,0.0039,5.0E-4,0.00389,2000.342,233,36,CV,,,,,20.3,s,,,,,2006-22,,2006-22,2003-22,,,,A9999-99,,,2003-22,S,,,,,SDSS J093238+010903,,,,,,,,,,,109381431591871263,143.15914424,1.15069457,0.011,0.01,90.0,436527232,52,56228.14016204,5,52,19.7266,0.1729,19.8223,0.1535,115000,19.7354,0.1125,19.4792,0.1009,115000,20.2432,0.0473,20.4279,0.0579,115000,19.4083,0.0561,19.459,0.0524,115000,19.3166,0.0395,19.5613,0.0824,115000,0.23069
497,8290,,Hya,140.03979166666664,0.7124999999999999,-0.00259,0.0039,-0.01729,0.00389,1999.219,231,33,CV,0.15,,,,17.5,s,,,,,2006-22,,2006-22,2003-22,,,,A9999-99,,,2003-22,S,,,2003-22,,SDSS J092009+004245,,,,,,,,,,,108851400397835347,140.03974423,0.71240386,0.009,0.006,0.0,436527232,52,56306.99581019,5,68,17.5825,0.0189,17.614,0.0223,115000,17.819,0.0488,17.9018,0.0627,115000,17.8115,0.0598,17.916,0.0775,115000,17.9898,0.1945,18.0609,0.1751,115000,17.4109,0.0363,17.5329,0.0359,115000,0.385936
521,7815,*,Sex1,147.41833333333332,3.4069999999999996,,,,,,,,non-CV,,,,,,,,,,,,,,1996-01,*,,,,,,,,,,,,PG 0947+036,,,,,,,,,,,112081474181939029,147.41817363,3.40711284,0.004,0.003,90.0,436527104,52,56088.12003472,5,55,16.8517,0.001,16.8996,0.0064,115000,17.298,0.0036,17.3671,0.003,115000,17.6561,0.0032,17.7562,0.003,115000,17.935,0.0166,18.0511,0.0104,115000,18.1159,0.021,18.2048,0.0385,115000,0.703134
516,7813,*,Sex,146.13208333333333,3.968222222222222,-0.01885,0.0039,-0.01767,0.00389,2001.137,232,40,DQ,0.1493,,,,12.5,V,,16.3,,B,2006-22,,2006-22,2003-10,,,,1998-23,,,2000-80,S,,,2002-19,,RX J0944.5+0357,,H,,,,,R,,,,112761461320702261,146.13203356,3.96815001,0.005,0.003,0.0,503636096,60,55813.53527778,5,64,17.4983,0.0483,17.487,0.0927,115000,16.5183,0.0336,16.5527,0.0163,115000,16.0837,0.0036,16.0031,0.0728,115000,15.6176,0.0464,15.6524,0.05,115000,15.3303,0.0381,15.33,0.0463,115000,0.315491
514,7342,*,Leo7,144.65408333333332,7.2486388888888875,-0.00265,0.0039,-0.02765,0.00389,2002.192,227,40,UG,0.1868,,,,13.0,B,,17.0,,B,2006-22,,2006-22,1994-49,,,,A9999-99,,,1993-10,S,,,2001-43,,NSV 18241,U,,,,,,,,,,116691446541248766,144.65411958,7.24853209,0.005,0.003,90.0,503636096,60,55996.5296412,5,75,17.5939,0.0575,17.6617,0.0658,115000,17.1819,0.0466,17.2453,0.0474,115000,16.7763,0.0178,16.8342,0.0186,115000,16.2283,0.0272,16.1643,0.0308,115000,16.0234,0.0142,16.075,0.0204,115000,0.405682
566,8694,,Sex,158.88762499999999,5.866222222222222,-0.006,0.00273,0.041,0.00273,2002.173,240,51,CV,,,,,18.8,g,,,,,2006-05,,2006-22,2006-05,,,,A9999-99,,,2006-05,S,,,,,SDSS J103533+055158,,,,,,,,,,,115041588875600041,158.88755022,5.86637569,0.007,0.006,90.0,436527232,52,56208.70359954,5,74,18.9103,0.0551,19.0381,0.0712,115000,18.8792,0.0189,18.9201,0.0309,115000,18.9805,0.0158,19.0865,0.0186,115000,19.0706,0.054,19.174,0.0676,115000,19.0319,0.0411,19.0728,0.0426,115000,0.613966
563,8605,,Leo,157.9499583333333,8.873416666666666,-0.00155,0.0039,-0.00399,0.00389,2002.934,235,52,CV,,,,,18.8,s,,,,,2006-22,,2006-22,2005-32,,,,A9999-99,,,2005-32,S,,,,,SDSS J103147+085224,,,,,,,,,,,118641579498768620,157.9499139,8.87341416,0.008,0.006,0.0,436527232,52,56102.92758102,5,60,16.2764,0.0149,16.3122,0.0098,115000,18.6148,0.0111,18.7051,0.023,115000,18.4192,0.035,18.5852,0.0358,115000,17.9941,0.0671,18.0928,0.0626,115000,18.1347,0.0224,18.2435,0.0218,115000,0.158303
540,7343,,GG Leo,153.89445833333332,9.078333333333331,-0.02857,0.0039,-0.00375,0.00389,2002.192,232,49,AM,0.055471,,,,16.5,V,,18.8,,V,2006-22,,2006-22,1998-01,,,,1998-01,,,1998-01,S,,,1998-01,,RX J1015.5+0904,,,,,,,R,,,X,118891538943734379,153.89436027,9.07832374,0.004,0.003,0.0,503636096,60,56229.14915509,5,68,18.7267,0.108,18.908,0.1226,115000,17.9655,0.4777,,,115000,18.1603,0.1012,18.2526,0.1241,115000,18.5831,0.1888,18.8422,0.1049,115000,17.9587,0.1076,18.0501,0.0931,115000,0.350312
571,7336,,DO Leo,160.21341666666663,15.192694444444442,,,,,,228,57,NL,0.234515,,,,16.0,B,,17.0,,B,ICRS,,,1995-41,,,,1982-06,,,1990-02,S,,,1990-02,,PG 1038+155,,,,,,,,,,,126231602134901756,160.21347702,15.19268069,0.013,0.007,0.0,503636160,60,56085.36915509,10,87,16.2694,0.0837,16.4387,0.0796,115000,17.3027,0.0487,17.3952,0.0462,115000,17.0008,0.0853,17.0951,0.0916,115000,16.2217,0.1677,16.3347,0.1556,115000,16.074,0.0356,16.0975,0.025,115000,0.215446
