# recno   PNG           Name              f_PNG   RAJ2000              DEJ2000                SpType1              r_SpType1   SpType2         r_SpType2   BR        rspect                     Com                                                                                                                                  SimbadName       recno   PNG           l_logg   logg   E_logg   e_logg   r_logg    TpTeff    l_logTeff   logTeff   E_logTeff   e_logTeff   r_logTeff   l_logL   logL    E_logL   e_logL   r_logL    Band   l_mag   mag     E_mag   e_mag   r_mag     Note      
  81      "009.6+14.8 " "NGC 6309"        " "     258.5179166666666    -12.91047222222222     O(He)?               "WM2015 "   " "             "       "   "       " WM2015                     " "                                                                                                                                  "PN G009.6+14.8" 81      "009.6+14.8 " " "      4.7    ""       ""       "ZK1993 " " "       " "         4.822     ""          ""          "ZK1993 "   " "      3.799   ""       ""       "ZK1993 " "v "   " "     13.74   ""      ""      "CM2000 " " "       
  85      "010.4+04.4 " "SAKURAI\'s object" " "     268.13624999999996   -17.685527777777775    born-again           "DB1996 "   " "             "       "   "       " AN1999                     " "                                                                                                                                  "PN G010.4+04.4" 85      "010.4+04.4 " " "      ""     ""       ""       "       " eff       " "         4.69      ""          ""          "P1999  "   " "      3.68    ""       ""       "TE2002 " "v "   " "     24.0    ""      ""      "TE2002 " " "       
  94      "011.9+04.2 " "M 1-32"          " "     269.0833333333333    -16.484444444444442    "[WO 4]pec"          "AN2003 "   " "             "       "   "       " D2014,AN2003               " "                                                                                                                                  "PN G011.9+04.2" 94      "011.9+04.2 " " "      ""     ""       ""       "       " *         " "         4.82      ""          ""          PM2003b     " "      ""      ""       ""       "       " "v "   " "     17.0    ""      ""      "TA1991 " " "       
  96      "012.2+04.9 " "PM 1-188"        " "     268.5879166666666    -15.93111111111111     "[WC 10]"            "AN2003 "   " "             "       "   "       " LH1998                     " "                                                                                                                                  "PN G012.2+04.9" 96      "012.2+04.9 " " "      3.7    ""       ""       "HW2006 " *         " "         4.544     ""          ""          "Ko2001 "   " "      3.7     ""       ""       "Ko2001 " "v "   " "     14.9    ""      ""      "GT2000 " " "       
  108     "015.5+02.8 " "BMP J1808-1406"  " "     272.14624999999995   -14.111944444444443    Blue                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G015.5+02.8" 108     "015.5+02.8 " " "      ""     ""       ""       "       " " "       >           4.813     ""          ""          "Fd2008 "   " "      ""      ""       ""       "       " "v "   " "     19.0    ""      ""      "Fd2008 " " "       
  102     "014.2+03.8 " "PMR 4"           " "     270.6595833333333    -14.700777777777775    wels                 "AN2003 "   " "             "       "   "       " PM2003                     " "                                                                                                                                  "PN G014.2+03.8" 102     "014.2+03.8 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     16.5    ""      ""      "PM2003 " " "       
  110     "016.2-03.7 " "PM 4"            " "     270.6595833333333    -14.70097222222222     "[WC 8]"             "PM2003 "   " "             "       "   "       " PM2003                     " "                                                                                                                                  "PMR 4"          110     "016.2-03.7 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     16.5    ""      ""      "PM2003 " " "       
  109     "015.9+03.3 " "M 1-39"          " "     271.87791666666664   -13.479888888888887    cont.                "K1994  "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G015.9+03.3" 109     "015.9+03.3 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  99      "013.1+05.0 " "Sa 3-96"         " "     268.93791666666664   -15.061888888888888    H-rich?              "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G013.1+05.0" 99      "013.1+05.0 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  98      "012.9+06.6 " "BMP J1749-1429"  " "     267.4154166666666    -14.488333333333332    Blue?                MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G012.9+06.6" 98      "012.9+06.6 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  123     "020.9-01.1 " "M 1-51"          " "     278.37041666666664   -11.123999999999999    "[WO 4]pec"          "AN2003 "   " "             "       "   "       " AN2003                     " "                                                                                                                                  "PN G020.9-01.1" 123     "020.9-01.1 " " "      ""     ""       ""       "       " " "       " "         4.98      ""          ""          "AN2003 "   " "      ""      ""       ""       "       " "v "   >       18.0    ""      ""      "AN2003 " " "       
  128     "025.8-17.9 " "NGC 6818"        " "     295.9908333333333    -14.153305555555553    "wels + ?"           "TA1993 "   WNb?            "HA1999 "   "BC2003 " MA2003                     " "                                                                                                                                  "PN G025.8-17.9" 128     "025.8-17.9 " " "      6.78   ""       ""       "PB2005 " *         " "         5.161     ""          ""          "PB2005 "   " "      3.037   ""       ""       "PB2005 " "b "   " "     16.97   0.15    0.15    "GP1988 " " "       
  129     "025.9-10.9 " "NA 2"            " "     289.58124999999995   -11.104277777777776    wels                 "MA2003 "   " "             "       "   "       " MA2003                     " "                                                                                                                                  "PN G025.9-10.9" 129     "025.9-10.9 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  132     "027.6-09.6 " "IC 4846"         " "     289.11749999999995   -9.04347222222222      "O(H)3-4 f"          "t.w.   "   " "             "       "   "       " GG2014                     " "                                                                                                                                  "PN G027.6-09.6" 132     "027.6-09.6 " " "      4.6    ""       ""       HA2001b   " "       " "         4.845     ""          ""          HA2001b     " "      3.591   ""       ""       HA2001b   "v "   " "     15.19   ""      ""      "WL2007 " " "       
  125     "023.8-06.2 " "BMP J1857-1054"  " "     284.2908333333333    -10.914166666666665    Blue                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G023.8-06.2" 125     "023.8-06.2 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  127     "025.4-04.7 " "IC 1295"         " "     283.655              -8.827527777777776     hgO(H)               "NS1995 "   " "             "       "   "       " NS1995                     " "                                                                                                                                  "PN G025.4-04.7" 127     "025.4-04.7 " " "      6.66   0.3      0.3      "N1999  " eff       " "         4.955     0.03        0.03        "N1999  "   " "      1.817   0.301    0.301    "SV2002 " "v "   " "     16.9    0.2     0.2     "NS1995 " " "       
  135     "029.2-05.9 " "NGC 6751"        " "     286.4816666666666    -5.992472222222221     "[WO 4]"             "AN2003 "   " "             "       "   "       " AN2003,Al1975              " "                                                                                                                                  "PN G029.2-05.9" 135     "029.2-05.9 " " "      4.6    ""       ""       "ZK1993 " *         " "         5.13      ""          ""          PM2003b     " "      3.0     ""       ""       "GZ2007 " "v "   " "     15.45   ""      ""      "TA1991 " " "       
  139     "034.1-10.5 " "HDW 11"          " "     292.78               -3.7087499999999993    hgO(H)               "NS1995 "   " "             "       "   "       " NS1995                     " "                                                                                                                                  "PN G034.1-10.5" 139     "034.1-10.5 " " "      6.38   0.31     0.31     "N1999  " eff       " "         4.833     0.06        0.06        "N1999  "   " "      1.95    ""       ""       "Fd2008 " "v "   " "     16.9    0.2     0.2     "NS1995 " " "       
  159     "042.5-14.5 " "NGC 6852"        " "     300.1633333333333    1.7278055555555554     "PG 1159"            "WH2006 "   " "             "       "   "       " NS1995                     " "                                                                                                                                  "PN G042.5-14.5" 159     "042.5-14.5 " " "      ""     ""       ""       "       " bT        " "         4.77      ""          ""          "HD2013 "   " "      2.446   ""       ""       "SV2002 " "v "   " "     18.2    0.2     0.2     "NS1995 " " "       
  134     "029.0+00.4 " "A 48"            " "     280.69541666666663   -3.221472222222222     "[WN 4]"             "FB2014 "   " "             "       "   "       " FB2014                     " "                                                                                                                                  "PN G029.0+00.4" 134     "029.0+00.4 " " "      4.9    ""       ""       "FB2014 " " "       " "         4.851     ""          ""          "FB2014 "   " "      3.74    ""       ""       "FB2014 " "v "   " "     17.8    0.01    0.01    "FB2014 " " "       
  137     "032.0-03.0 " "K 3-18"          " "     285.145              -2.199444444444444     "[WC 9]"             "MM2014 "   SySt            "GS2011 "   "       " MM2014                     " "                                                                                                                                  "PN G032.0-03.0" 137     "032.0-03.0 " " "      3.6    ""       ""       "ZK1993 " " "       " "         4.576     ""          ""          "ZK1993 "   " "      3.898   ""       ""       "ZK1993 " "  "   " "     ""      ""      ""      "       " " "       
  141     "034.5-06.7 " "NGC 6778"        " "     289.60374999999993   -1.5964999999999998    "O(H)3-4 + ?"        "t.w.   "   " "             "       "   "MJ2011 " MJ2011                     " "                                                                                                                                  "PN G034.5-06.7" 141     "034.5-06.7 " " "      4.3    ""       ""       "ZK1993 " eff       " "         5.03      0.07        0.07        "SV2002 "   " "      2.605   0.199    0.199    "SV2002 " "v "   " "     18.1    ""      ""      "TA1991 " " "       
  148     "037.7-06.0 " "MPA J1921+0132"  " "     290.43541666666664   1.5444444444444443     "[WO 3-4]"           MASH-II     " "             "       "   "       " DP2011                     " "                                                                                                                                  "PN G037.7-06.0" 148     "037.7-06.0 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     16.6    ""      ""      "DP2011 " " "       
  147     "037.5-05.1 " "A 58"            " "     289.5858333333333    1.7829999999999997     "[WC 4-7]"           "SECGPN "   " "             "       "   "       " CK2006                     " "                                                                                                                                  "PN G037.5-05.1" 147     "037.5-05.1 " " "      ""     ""       ""       "       " " "       " "         4.978     ""          ""          "CK2006 "   " "      3.763   ""       ""       "KK2001 " "  "   " "     ""      ""      ""      "       " " "       
  138     "033.2-01.9 " "Sa 3-151"        " "     284.7154166666666    -0.5484166666666666    "A + ?"              "SECGPN "   " "             "       "   bc-CSPN   -                          " "                                                                                                                                  "PN G033.2-01.9" 138     "033.2-01.9 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  153     "038.4-03.3 " "K 4-19"          " "     288.34416666666664   3.4167222222222215     "B1 I"               "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G038.4-03.3" 153     "038.4-03.3 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     14.72   ""      ""      "TA1991 " " "       
  143     "035.9-01.1 " "Sh 2-71"         " "     285.4970833333333    2.155                  "B8V + ?"            "ML2015 "   " "             "       "   "JP2019 " ML2015                     " "                                                                                                                                  "PN G035.9-01.1" 143     "035.9-01.1 " " "      6.8    ""       ""       "B2008  " " "       " "         5.196     ""          ""          GM2019b     " "      3.11    ""       ""       GM2019b   "v "   " "     19.0    ""      ""      GM2019b   " "       
  146     "036.4-01.9 " "IRAS 19021+0209" " "     286.1604166666666    2.239722222222222      B[e]                 "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G036.4-01.9" 146     "036.4-01.9 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  130     "027.6+04.2 " "M 2-43"          " "     276.66708333333327   -2.7159166666666663    "[WC 7-8]"           "AN2003 "   " "             "       "   "       " LH1998,dM2002              " "                                                                                                                                  "PN G027.6+04.2" 130     "027.6+04.2 " " "      4.1    ""       ""       "ZK1993 " *         " "         4.813     ""          ""          PM2003b     " "      3.6     ""       ""       "GZ2007 " "v "   " "     15.7    ""      ""      "GG2006 " " "       
  133     "028.0+10.2 " "WeSb 3"          " "     271.5033333333333    0.37738888888888883    "PG 1159?"           "NS1995 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G028.0+10.2" 133     "028.0+10.2 " " "      ""     ""       ""       "       " eff       " "         4.599     0.248       0.248       "SV2002 "   " "      1.344   4.05     4.05     "SV2002 " "v "   " "     18.4    0.2     0.2     "NS1995 " " "       
  136     "030.6+06.2 " "Sh 2-68"         *       276.2433333333333    0.8599722222222221     hybrid               "WH2006 "   DAOZ            "GB2010 "   "       " GB2010                     "HII region?"                                                                                                                        "PN G030.6+06.2" 136     "030.6+06.2 " " "      7.24   ""       ""       "GB2010 " eff       " "         4.927     ""          ""          "GB2010 "   " "      ""      ""       ""       "       " "v "   " "     16.6    0.2     0.2     "NS1995 " " "       
  140     "034.3+06.2 " "K 3-5"           " "     277.9408333333333    4.085916666666666      EL                   "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G034.3+06.2" 140     "034.3+06.2 " " "      ""     ""       ""       "       " eff       " "         5.375     0.301       0.301       "SV2002 "   " "      2.644   0.302    0.302    "SV2002 " "  "   " "     ""      ""      ""      "       " " "       
  150     "037.8-06.3 " "NGC 6790"        " "     290.73749999999995   1.5129444444444442     WN?                  "SECGPN "   wels            WG2011b     "       " WG2011b                    " "                                                                                                                                  "PN G037.8-06.3" 150     "037.8-06.3 " " "      5.5    ""       ""       "SP2015 " eff       " "         4.985     0.045       0.045       "SP2015 "   " "      3.763   ""       ""       "SP2015 " "v "   " "     15.5    ""      ""      "KJ1991 " " "       
  160     "042.9-06.9 " "NGC 6807"        " "     293.6395833333333    5.684027777777777      Of                   "AK1987 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G042.9-06.9" 160     "042.9-06.9 " " "      4.18   ""       ""       "M1997  " z(HeII)   " "         4.711     0.01        0.01        "MV2016 "   " "      3.69    0.27     0.27     "MV2016 " "v "   " "     15.14   0.13    0.13    "MV2016 " " "       
  154     "039.0-04.0 " IPHAS191716       " "     289.31833333333327   3.579722222222222      "O(H) III-V(e)"      "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G039.0-04.0" 154     "039.0-04.0 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  155     "039.5-02.7 " "M 2-47"          " "     288.39374999999995   4.634444444444444      O3-6                 "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G039.5-02.7" 155     "039.5-02.7 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     17.3    ""      ""      "TA1991 " " "       
  157     "041.8-02.9 " "NGC 6781"        " "     289.6170833333333    6.5386944444444435     DAO                  "Fd2008 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G041.8-02.9" 157     "041.8-02.9 " " "      7.47   ""       ""       "M1997  " eff       " "         4.982     0.027       0.027       SB2019b     " "      1.13    0.134    0.134    SB2019b   "v "   " "     16.88   ""      ""      "Fd2008 " " "       
  165     "044.3-05.6 " "K 3-36"          " "     293.16499999999996   7.464333333333332      O?                   "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G044.3-05.6" 165     "044.3-05.6 " " "      ""     ""       ""       "       " eff       " "         4.89      0.025       0.025       "SV2002 "   " "      3.229   0.12     0.12     "SV2002 " "v "   " "     17.3    ""      ""      "TA1991 " " "       
  167     "045.7-04.5 " "NGC 6804"        " "     292.89624999999995   9.225388888888888      O9                   "SECGPN "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G045.7-04.5" 167     "045.7-04.5 " " "      5.37   ""       ""       "BC2012 " eff       " "         4.954     ""          ""          "BC2012 "   " "      3.21    ""       ""       GM2019b   "v "   " "     14.37   ""      ""      "TA1991 " " "       
  166     "045.4-02.7 " "Vy 2-2"          " "     291.0925             9.899083333333332      B[e]                 "LZ1998 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G045.4-02.7" 166     "045.4-02.7 " " "      3.5    ""       ""       "cH1989 " z(HeII)   " "         4.771     ""          ""          "KJ1991 "   " "      3.544   ""       ""       "cH1989 " "v "   " "     15.1    ""      ""      "TA1991 " " "       
  156     "041.8+04.1 " "K 3-15"          " "     282.92291666666665   9.91461111111111       "[WC 11]/VL"         "GG2014 "   " "             "       "   "       " GG2014                     " "                                                                                                                                  "PN K 3-15"      156     "041.8+04.1 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  161     "043.1+03.8 " "M 1-65"          " "     284.14               10.86936111111111      EL                   "K1994  "   " "             "       "   "       " K1994                      " "                                                                                                                                  "PN G043.1+03.8" 161     "043.1+03.8 " " "      ""     ""       ""       "       " z(HeI)    " "         4.447     0.155       0.155       "P2003  "   " "      3.81    ""       ""       "GS1997 " "v "   " "     14.74   ""      ""      "TA1991 " " "       
  168     "046.4-04.1 " "NGC 6803"        " "     292.81874999999997   10.056027777777777     wels                 "TA1993 "   WN?             "LH2013 "   "       " -                          " "                                                                                                                                  "PN G046.4-04.1" 168     "046.4-04.1 " " "      4.5    ""       ""       "ZK1993 " " "       " "         4.954     ""          ""          "LH2013 "   " "      3.65    ""       ""       "GS1997 " "v "   " "     15.2    ""      ""      "TS1994 " " "       
  177     "051.9-03.8 " "M 1-73"          " "     295.28874999999994   14.949666666666664     "O(H)3.5 If"         "WM2015 "   " "             "       "   "       " MA2003,WM2015              " "                                                                                                                                  "PN G051.9-03.8" 177     "051.9-03.8 " " "      ""     ""       ""       "       " eff       " "         4.744     0.01        0.01        "SV2002 "   " "      3.988   0.077    0.077    "SV2002 " "v "   " "     14.54   ""      ""      "TA1991 " " "       
  179     "052.2-04.0 " "M 1-74"          " "     295.57874999999996   15.152277777777776     "WN b?"              "SECGPN "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G052.2-04.0" 179     "052.2-04.0 " " "      4.8    ""       ""       "ZK1993 " z(HeII)   " "         4.763     ""          ""          "KJ1991 "   " "      4.1     ""       ""       "ZK1993 " "v "   " "     18.1    ""      ""      "TA1991 " " "       
  180     "052.5-02.9 " "Me 1-1"          " "     294.7908333333333    15.94672222222222      "K1-2 II + ?"        "PM2008 "   Of              "AK1987 "   "PM2008 " SL2004                     " "                                                                                                                                  "PN G052.5-02.9" 180     "052.5-02.9 " " "      4.36   ""       ""       "M1997  " eff       " "         4.806     0.03        0.03        "SV2002 "   " "      3.969   0.164    0.164    "SV2002 " "v "   " "     14.12   ""      ""      "TA1991 " " "       
  172     "048.7+01.9 " "Hen 2-429"       " "     288.40999999999997   14.988638888888886     "[WC 4]"             "AN2003 "   " "             "       "   "       " dM2002                     " "                                                                                                                                  "PN G048.7+01.9" 172     "048.7+01.9 " " "      ""     ""       ""       "       " eff       " "         4.362     0.205       0.205       "SV2002 "   " "      3.771   3.418    3.418    "SV2002 " "v "   >       17.0    ""      ""      "AN2003 " " "       
  87      "010.8+18.0 " "M 2-9"           " "     256.4083333333333    -10.142944444444444    B[e]                 "LZ1998 "   " "             "       "   "       " B1989,TA2010               " "                                                                                                                                  "PN G010.8+18.0" 87      "010.8+18.0 " " "      3.9    ""       ""       "ZK1993 " eff       " "         4.176     ""          ""          "LC2011 "   " "      3.447   ""       ""       "ZK1993 " "v "   " "     15.65   0.19    0.19    "SK1989 " " "       
  91      "011.4+17.9 " "DHW 1-2"         " "     256.72916666666663   -9.783055555555555     DAO                  "SW1997 "   " "             "       "   "       " SW1997                     " "                                                                                                                                  "PN G011.4+17.9" 91      "011.4+17.9 " " "      5.0    ""       ""       "SW1997 " eff       " "         4.954     ""          ""          "SW1997 "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  131     "027.6+16.9 " "DeHt 2"          " "     265.42041666666665   3.1159166666666662     sdO                  "AM2015 "   " "             "       "   "       " AM2015                     " "                                                                                                                                  "PN G027.6+16.9" 131     "027.6+16.9 " " "      5.6    ""       ""       "Gd2013 " eff       " "         5.068     ""          ""          "Gd2013 "   " "      1.831   ""       ""       "SV2002 " "v "   " "     15.1    0.2     0.2     "NS1995 " " "       
  126     "025.3+40.8 " "IC 4593"         " "     242.93541666666664   12.071416666666664     O(H)5f               "SECGPN "   " "             "       "   "       " "KM1997,       HB2011"     " "                                                                                                                                  "PN G025.3+40.8" 126     "025.3+40.8 " " "      3.7    0.2      0.2      "HB2011 " *         " "         4.682     ""          ""          "HB2011 "   " "      3.74    ""       ""       GM2019b   "v "   " "     11.33   ""      ""      GM2019b   " "       
  142     "034.6+11.8 " "NGC 6572"        " "     273.02666666666664   6.85361111111111       Of-WR(H)             "WM2015 "   " "             "       "   "       " WM2015                     " "                                                                                                                                  "PN G034.6+11.8" 142     "034.6+11.8 " " "      4.2    ""       ""       "Gd2013 " eff       " "         4.778     ""          ""          "Gd2013 "   " "      3.17    ""       ""       "SP2015 " "v "   " "     12.0    ""      ""      "TA1991 " " "       
  152     "038.2+12.0 " "Cn 3-1"          " "     274.3920833333333    10.150916666666665     "O(H)7 Ib(f)"        "WM2015 "   " "             "       "   "       " WM2015                     " "                                                                                                                                  "PN G038.2+12.0" 152     "038.2+12.0 " " "      3.5    ""       ""       "ZK1993 " eff       " "         4.809     0.07        0.07        "SV2002 "   " "      3.893   0.281    0.281    "SV2002 " "v "   " "     12.4    ""      ""      "TA1991 " " "       
  144     "036.0+17.6 " "A 43"            " "     268.3845833333333    10.623388888888888     hybrid               "WH2006 "   " "             "       "   "       " LR2019                     " "                                                                                                                                  "PN G036.0+17.6" 144     "036.0+17.6 " " "      5.7    ""       ""       "Gd2013 " eff       " "         5.041     ""          ""          "Gd2013 "   " "      3.63    ""       ""       GM2019b   "v "   " "     14.8    0.3     0.3     "NS1995 " " "       
  158     "042.0+05.4 " "K 3-14"          " "     282.1366666666666    10.597416666666666     O8-9                 "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G042.0+05.4" 158     "042.0+05.4 " " "      3.1    ""       ""       "ZK1993 " " "       " "         4.433     ""          ""          "ZK1993 "   " "      3.799   ""       ""       "ZK1993 " "v "   " "     16.2    ""      ""      "TA1991 " " "       
  164     "044.1+05.8 " "CTSS 2"          *       282.69499999999994   12.624944444444443     SySt                 "GG2014 "   " "             "       "   "       " GG2014                     " "                                                                                                                                  "PN G044.1+05.8" 164     "044.1+05.8 " " "      ""     ""       ""       "       " z(HI)     " "         4.365     0.032       0.032       "MV2016 "   " "      1.91    0.33     0.33     "MV2016 " "v "   " "     16.86   0.01    0.01    "MV2016 " " "       
  169     "046.8+03.8 " "Sh 2-78"         " "     285.79208333333327   14.11636111111111      "PG 1159"            "WH2006 "   " "             "       "   "       " NS1995                     " "                                                                                                                                  "PN G046.8+03.8" 169     "046.8+03.8 " " "      7.5    ""       ""       "FP2016 " " "       " "         5.079     ""          ""          "FP2016 "   " "      1.83    ""       ""       GM2019b   "v "   " "     17.66   ""      ""      "FP2016 " " "       
  171     "047.1+04.1 " "K 3-21"          " "     285.6683333333333    14.48022222222222      cont.                "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G047.1+04.1" 171     "047.1+04.1 " " "      ""     ""       ""       "       " eff       " "         4.392     0.049       0.049       "SV2002 "   " "      2.76    0.159    0.159    "SV2002 " "v "   " "     16.9    ""      ""      "TA1991 " " "       
  163     "043.3+11.6 " "M 3-27"          " "     276.95124999999996   14.485027777777775     EL                   "MV1997 "   " "             "       "   "       " MV1997                     "Halpha amission"                                                                                                                    "PN G043.3+11.6" 163     "043.3+11.6 " " "      ""     ""       ""       "       " z(HeI)    " "         4.618     0.023       0.023       "P2003  "   " "      4.39    ""       ""       "P2003  " "v "   " "     15.5    ""      ""      "TA1991 " " "       
  173     "049.4+02.4 " "Hen 2-428"       " "     288.27166666666665   15.77772222222222      "O5 + ?"             "RC2001 "   " "             "       "   "SR2015 " RF2018                     " "                                                                                                                                  "PN G049.4+02.4" 173     "049.4+02.4 " " "      4.6    ""       ""       "ZK1993 " eff       " "         4.55      ""          ""          "GS2016 "   " "      3.15    ""       ""       "GS2016 " "b "   " "     12.0    ""      ""      "GS2016 " " "       
  174     "051.0+02.8 " "WhMe 1"          " "     288.74875            17.37944444444444      "B9 V + ?"           "SECGPN "   " "             "       "   bc-CSPN   -                          " "                                                                                                                                  "PN G051.0+02.8" 174     "051.0+02.8 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     13.4    ""      ""      "dB2004 " " "       
  175     "051.3+01.8 " "PM 1-295"        " "     289.8279166666666    17.196916666666663     "O(H)9 I"            "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G051.3+01.8" 175     "051.3+01.8 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     15.1    ""      ""      "SECGPN " " "       
  178     "052.2+07.6 " "K 4-10"          " "     284.7654166666666    20.61697222222222      O3-4                 "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G052.2+07.6" 178     "052.2+07.6 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  176     "051.4+09.6 " "Hu 2-1"          " "     282.44833333333327   20.844305555555554     "WNb + ?"            "vH1981 "   " "             "       "   "MT2001 " -                          " "                                                                                                                                  "PN G051.4+09.6" 176     "051.4+09.6 " " "      2.8    ""       ""       "ZK1993 " " "       " "         4.58      ""          ""          "M1997  "   " "      3.82    ""       ""       "M1997  " "v "   " "     13.09   ""      ""      "TA1991 " " "       
  182     "053.3+24.0 " "Vy 1-2"          " "     268.5958333333333    27.999472222222217     "[WR]/wels + ?"      "AB2015 "   " "             "       "   "AB2015 " AB2015                     " "                                                                                                                                  "PN G053.3+24.0" 182     "053.3+24.0 " " "      ""     ""       ""       "       " eff       " "         5.075     0.084       0.084       "SV2002 "   " "      3.275   0.285    0.285    "SV2002 " "v "   " "     17.6    ""      ""      "SECGPN " " "       
  188     "055.4+16.0 " "A 46"            " "     277.82624999999996   26.93691666666666      "O(H)3 + ?"          "t.w.   "   O9k             "SECGPN "   "MO2007 " PB1994                     " "                                                                                                                                  "PN G055.4+16.0" 188     "055.4+16.0 " " "      5.67   0.05     0.05     "HF2017 " " "       " "         4.695     0.039       0.039       "HF2017 "   " "      3.18    ""       ""       GM2019b   "v "   " "     14.8    ""      ""      GM2019b   " "       
  426     "286.8-29.5 " "K 1-27"          " "     89.25916666666666    -75.67297222222221     "O(He) + ?"          "RD1998 "   " "             "       "   "CB1999 " RK1996,RK1994              " "                                                                                                                                  "PN G286.8-29.5" 426     "286.8-29.5 " " "      6.5    ""       ""       "N1999  " eff       " "         5.021     ""          ""          "N1999  "   " "      2.68    ""       ""       "Fd2008 " "v "   " "     16.11   ""      ""      "FP2016 " " "       
  380     "255.3-59.6 " "Lo 1"            " "     44.243333333333325   -44.171611111111105    hgO(H)               "SECGPN "   " "             "       "   "       " MK1985                     " "                                                                                                                                  "PN G255.3-59.6" 380     "255.3-59.6 " " "      6.7    0.3      0.7      "HB2004 " " "       " "         5.079     0.036       0.036       "HB2004 "   " "      2.47    ""       ""       GM2019b   "v "   " "     15.21   ""      ""      "FP2016 " " "       
  366     "243.8-37.1 " "PRTM 1"          " "     75.75708333333333    -39.762361111111105    "O(H)3-4 + ?"        "t.w.   "   " "             "       "   BM2012a   BM2012a                    " "                                                                                                                                  "PN G243.8-37.1" 366     "243.8-37.1 " " "      5.2    ""       ""       BM2012a   eff       " "         4.9       ""          ""          "PL2016 "   " "      3.37    ""       ""       "PL2016 " "b "   " "     15.2    ""      ""      BM2012a   " "       
